0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Русалки;Фэнтези;Семейный;Мифологическое;Новинки (2020–2025);7.022;1038292;;0;0;;;;;;;;;;"Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила;Две сказки;Василиса прекрасная;Хранитель луны;Магия зверя;Иван да Марья;Лавка чудес;Мой волк;Оз: Возвращение в Изумрудный Город;Сказка. Есть;Унесенные призраками;Волшебное кольцо;Волшебник страны Оз;Золушка `80;Волшебная страна;Волшебник;Волшебный портрет;Горбун из Нотр Дама"
Красная черепаха;Фэнтези;Драма;Мифологическое;Современное кино (2000–2020);7.301;879827;La tortue rouge;7.5;8.1;;;;;;;;;;"Сказание о принцессе Кагуя;Крупная рыба;Сказка странствий;Фауст;Ной;Девушка в лабиринте;Божественная комедия;Мастер и Маргарита;Дьявол и Дэниэл Уэбстер;Сказки юга;Сказка сказок;Убить дракона;Страна фей;Воображариум доктора Парнаса;Рыба моей мечты;Сказания Земноморья;Граница;47 ронинов;Унесенные призраками;Тайна Келлс"
Убить дракона;Фэнтези;Драма;Городское;Современное кино (2000–2020);8.048;42487;;7.8;0;;;;;;;;;;"Эдвард руки-ножницы;Сказка сказок;Сказание о принцессе Кагуя;Крупная рыба;Сказка странствий;Страна фей;Красная черепаха;Воображариум доктора Парнаса;Рыба моей мечты;Сказания Земноморья;Фауст;Граница;Ной;Девушка в лабиринте;Город мастеров;Пена дней;Ученик чародея;Яркость;Дневной дозор;Ночной дозор"
Сумерки;Фэнтези;Мелодрама;Темное;Современное кино (2000–2020);6.705;401177;Twilight;5.4;5.4;;;;;;;;;;"Иллюзионист;Труп невесты;Джек и механическое сердце;Прекрасные создания;Кровь и шоколад;Сумерки. Сага. Затмение;Сага о чудовище. Сумерки;Сумерки. Сага. Новолуние;Сумерки. Сага. Рассвет. Часть 2;Сумерки. Сага. Рассвет. Часть I;Зимняя сказка;Город мастеров;Форма воды;Жили-были;Пена дней;Чародей и Белая Змея;Пробуждающая совесть 2: Дар змеи;Сказка сказок;Лабиринт Фавна;Берсерк. Золотой век: Фильм III. Сошествие"
Гоголь. Страшная месть;Фэнтези;Детектив;Мифологическое;Современное кино (2000–2020);6.444;1114917;;6.1;0;;;;;;;;;;"Гоголь. Начало;Таймлесс. Рубиновая книга;Красная Шапочка;47 ронинов;Унесенные призраками;Сказание о принцессе Кагуя;Крупная рыба;Сказка странствий;Тайна Келлс;Кубо. Легенда о самурае;Персей;Зимняя сказка;Красная черепаха;Форма воды;Тор;Жили-были;Хеллбой 2: Золотая армия;Зеркальная маска;Эпик;Мальчик с пальчик"
Пастырь;Фэнтези;Военный;Мифологическое;Новинки (2020–2025);5.982;258759;Priest;5.7;4;;;;;;;;;;"Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила;Сошедшие с небес;Две сказки;Наследство волшебника Бахрама;Алиса: Волнение;Мальчик и птица;Василиса прекрасная;Мастер и Маргарита;Хранитель луны;Русалки;Три тысячи лет желаний;Загадай желание;Магия зверя;Последний богатырь: Корень зла;Иван да Марья;Кощей. Похититель невест;Лавка чудес;Весенняя сказка"
Цвет волшебства;Фэнтези;Комедия;Эпическое;Современное кино (2000–2020);7.247;392161;The Colour of Magic;6.9;0;;;;;;;;;;"Последний богатырь;Мрачные тени;Аквамарин;Властелин Колец: Возвращение Короля;Властелин Колец: Братство Кольца;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Властелин Колец: Две крепости;Властелин колец: Две крепости;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Гарри Поттер и философский камень;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Гарри Поттер и Тайная комната;Звездная пыль;Хоббит: Битва пяти воинств;Хоббит: Битва Пяти Воинств"
Фауст;Фэнтези;Драма;Мифологическое;Современное кино (2000–2020);6.716;439733;;6.5;6.6;;;;;;;;;;"Сказание о принцессе Кагуя;Крупная рыба;Сказка странствий;Красная черепаха;Ной;Девушка в лабиринте;Божественная комедия;Мастер и Маргарита;Дьявол и Дэниэл Уэбстер;Сказки юга;Сказка сказок;Убить дракона;Страна фей;Воображариум доктора Парнаса;Рыба моей мечты;Сказания Земноморья;Граница;47 ронинов;Унесенные призраками;Тайна Келлс"
Фантастические твари и где они обитают;Фэнтези;Приключения;Эпическое;Современное кино (2000–2020);7.605;797840;Fantastic Beasts and Where to Find Them;7.2;6.8;;;;;;;;;;"Властелин Колец: Возвращение Короля;Властелин Колец: Братство Кольца;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Звездная пыль;Гарри Поттер и Принц-полукровка;Гарри Поттер и Принц-Полукровка;Гарри Поттер и Орден Феникса;Легенды ночных стражей;Охотники на драконов;Хроники Нарнии: Принц Каспиан;Хроники Нарнии: Покоритель Зари;Властелин колец;Фантастические твари: Преступления Грин-де-Вальда"
Эспен в королевстве троллей;Фэнтези;Приключения;Мифологическое;Современное кино (2000–2020);6.904;979362;Askeladden: I Dovregubbens hall;6.2;0;;;;;;;;;;"Тайна Келлс;Кубо. Легенда о самурае;Путешествие на Запад;Алиса в Зазеркалье;Братья Гримм;Король обезьян;Сторожевая застава;Вальгалла: Сага о викинге;Беовульф;Перси Джексон и похититель молний;Перси Джексон и Море чудовищ;Волшебник Земноморья;Школа Авалон;Рыцарь Камелота;Джек – убийца великанов;Принцесса Мононоке;Геркулес;Наследство волшебника Бахрама;Алиса: Волнение;Последний единорог"
Властелин Колец: Возвращение Короля;Фэнтези;Приключения;Эпическое;Современное кино (2000–2020);8.68;3498;The Lord of the Rings: The Return of the King;9;8.7;;;;;;;;;;"Властелин Колец: Братство Кольца;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Звездная пыль;Гарри Поттер и Принц-полукровка;Гарри Поттер и Принц-Полукровка;Гарри Поттер и Орден Феникса;Фантастические твари и где они обитают;Легенды ночных стражей;Охотники на драконов;Хроники Нарнии: Принц Каспиан;Хроники Нарнии: Покоритель Зари;Властелин колец;Фантастические твари: Преступления Грин-де-Вальда"
Унесенные призраками;Фэнтези;Семейный;Мифологическое;Современное кино (2000–2020);8.552;370;Sen to Chihiro no kamikakushi;8.6;8.6;;;;;;;;;;"Зеркальная маска;Эпик;Мальчик с пальчик;Три богатыря и Шамаханская царица;Заколдованная Элла;Девушка из воды;Книга мастеров;Волшебное кольцо;Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила;Волшебник страны Оз;Две сказки;Золушка `80;Волшебная страна;Волшебник;Волшебный портрет;Василиса прекрасная;Горбун из Нотр Дама;Волшебная лампа Аладдина"
Властелин Колец: Две крепости;Фэнтези;Боевик (Экшен);Эпическое;Современное кино (2000–2020);8.621;312;The Lord of the Rings: The Two Towers;8.8;8.5;;;;;;;;;;"Властелин колец: Две крепости;Хоббит: Битва пяти воинств;Хоббит: Битва Пяти Воинств;Меч короля;Бахубали;Доктор Стрэндж;Наруто: Последний фильм;Бессмертные;Варкрафт;Меч короля Артура;Царь скорпионов;Бахубали: Рождение легенды;Седьмой сын;Волкодав из рода Серых Псов;Царь скорпионов: Книга душ;Повелитель стихий;Огонь и лед: Хроники драконов;Во имя короля: История осады подземелья;Царь скорпионов 2: Восхождение воина;Во имя короля 2"
Бесконечная история 2: Новая глава;Фэнтези;Семейный;Эпическое;Классика (до 2000 года);6.109;32478;The Neverending Story II: The Next Chapter;5.1;3.7;;;;;;;;;;"Спящая красавица;Гарри Поттер и философский камень;Гарри Поттер и Тайная комната;Желание;Охотники на троллей;Чернильное сердце;Волшебное кольцо;Кошмар перед Рождеством;Ведьмина служба доставки;Волшебник страны Оз;Золушка `80;Волшебная страна;Волшебник;Волшебный портрет;Горбун из Нотр Дама;Волшебная лампа Аладдина;Морозко;Сказка о золотом петушке;Король-олень;Волшебник Изумрудного города"
Гарри Поттер и кубок огня;Фэнтези;Приключения;Эпическое;Современное кино (2000–2020);7.975;8408;Harry Potter and the Goblet of Fire;7.7;7.4;;;;;;;;;;"Властелин Колец: Возвращение Короля;Властелин Колец: Братство Кольца;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и Тайная Комната;Звездная пыль;Гарри Поттер и Принц-полукровка;Гарри Поттер и Принц-Полукровка;Гарри Поттер и Орден Феникса;Фантастические твари и где они обитают;Легенды ночных стражей;Охотники на драконов;Хроники Нарнии: Принц Каспиан;Хроники Нарнии: Покоритель Зари;Властелин колец;Фантастические твари: Преступления Грин-де-Вальда"
Алиса в стране чудес;Фэнтези;Приключения;Темное;Современное кино (2000–2020);7.131;405609;Alice in Wonderland;6.4;5.8;;;;;;;;;;"Мифика: Темные времена;Властелин Колец: Возвращение Короля;Властелин Колец: Братство Кольца;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Звездная пыль;Тайна Келлс;Гарри Поттер и Принц-полукровка;Гарри Поттер и Принц-Полукровка;Гарри Поттер и Орден Феникса;Кубо. Легенда о самурае;Фантастические твари и где они обитают;Легенды ночных стражей;Охотники на драконов"
Хеллбой: Герой из пекла;Фэнтези;Боевик (Экшен);Темное;Современное кино (2000–2020);7.028;5052;Hellboy;6.9;6.8;;;;;;;;;;"Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя;Константин: Повелитель тьмы;Другой мир;Хеллбой II: Золотая армия;Тор 2: Царство тьмы;Ван Хельсинг;Малефисента: Владычица тьмы;Другой мир: Восстание ликанов;Охотники на ведьм;Соломон Кейн;Белоснежка и охотник 2;Последний охотник на ведьм;Белоснежка и охотник;Президент Линкольн: Охотник на вампиров;Другой мир: Войны крови;Академия вампиров;Атака Титанов. Фильм первый: Жестокий мир"
Руслан;Фэнтези;Приключения;Мифологическое;Новинки (2020–2025);5.368;412315;Driven to Kill;4.9;0;;;;;;;;;;"Наследство волшебника Бахрама;Алиса: Волнение;Мальчик и птица;Последний богатырь: Корень зла;Кощей. Похититель невест;Легенда о Зеленом Рыцаре;Последний богатырь: Посланник Тьмы;Чародей равновесия;Магическая книга и дракон;Тайна печати дракона;Артемис Фаул;Артур и Мерлин: Рыцари Камелота;Богатырша;Принцесса Мононоке;Тайна Келлс;Геркулес;Последний единорог;Кубо. Легенда о самурае;Алиса;Руслан и Людмила"
Хоббит: Битва Пяти Воинств;Фэнтези;Боевик (Экшен);Эпическое;Современное кино (2000–2020);7.907;694633;The Hobbit: The Battle of the Five Armies;7.4;6.3;;;;;;;;;;"Властелин Колец: Две крепости;Властелин колец: Две крепости;Хоббит: Битва пяти воинств;Меч короля;Бахубали;Доктор Стрэндж;Наруто: Последний фильм;Бессмертные;Варкрафт;Меч короля Артура;Царь скорпионов;Бахубали: Рождение легенды;Седьмой сын;Волкодав из рода Серых Псов;Царь скорпионов: Книга душ;Повелитель стихий;Огонь и лед: Хроники драконов;Во имя короля: История осады подземелья;Царь скорпионов 2: Восхождение воина;Во имя короля 2"
Кольца Альманзора;Фэнтези;Приключения;Мифологическое;Классика (до 2000 года);6.834;44861;;6.2;0;;;;;;;;;;"Принцесса Мононоке;Геркулес;Последний единорог;Алиса;Руслан и Людмила;Лабиринт;Финист — Ясный сокол;Каменный цветок;Экскалибур;На крючке;Илья Муромец и Соловей-Разбойник;Золотые рога;Колдунья;Чародейка;Садко;Тайна Келлс;Наследство волшебника Бахрама;Алиса: Волнение;Мальчик и птица;Кубо. Легенда о самурае"
Другой мир: Восстание ликанов;Фэнтези;Боевик (Экшен);Темное;Современное кино (2000–2020);6.834;258772;Underworld: Rise of the Lycans;6.5;4.4;;;;;;;;;;"Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя;Константин: Повелитель тьмы;Другой мир;Хеллбой: Герой из пекла;Хеллбой II: Золотая армия;Тор 2: Царство тьмы;Ван Хельсинг;Малефисента: Владычица тьмы;Охотники на ведьм;Соломон Кейн;Белоснежка и охотник 2;Последний охотник на ведьм;Белоснежка и охотник;Президент Линкольн: Охотник на вампиров;Другой мир: Войны крови;Академия вампиров;Атака Титанов. Фильм первый: Жестокий мир"
Кошмар перед Рождеством;Фэнтези;Семейный;Темное;Классика (до 2000 года);8.081;8222;The Nightmare Before Christmas;7.9;8.4;;;;;;;;;;"Малефисента;Дом странных детей мисс Перегрин;Тайна дома с часами;Ведьмы;Волшебное кольцо;Ведьмина служба доставки;Волшебник страны Оз;Золушка `80;Волшебная страна;Волшебник;Спящая красавица;Волшебный портрет;Горбун из Нотр Дама;Волшебная лампа Аладдина;Морозко;Сказка о золотом петушке;Король-олень;Волшебник Изумрудного города;Аладдин;Волшебная история"
Горбун из Нотр Дама;Фэнтези;Семейный;Мифологическое;Классика (до 2000 года);7.846;2421;The Hunchback of Notre Dame;7;7.5;;;;;;;;;;"Волшебное кольцо;Волшебник страны Оз;Золушка `80;Волшебная страна;Волшебник;Волшебный портрет;Волшебная лампа Аладдина;Морозко;Сказка о золотом петушке;Король-олень;Волшебник Изумрудного города;Аладдин;Волшебная история;Аладдин и король разбойников;Возвращение Джафара;Три орешка для Золушки;Унесенные призраками;Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила"
Гнездо дракона;Фэнтези;Драма;Эпическое;Новинки (2020–2025);7.199;784155;Long Zhi Gu: Po Xiao Qi Bing;6.2;0;;;;;;;;;;"Куда приводят мечты;Рыба моей мечты;Сказания Земноморья;Мастер и Маргарита;Сказки юга;Стальной алхимик;Подземелья и драконы: Честь среди воров;Желание;Охотники на троллей;Таймлесс 2: Сапфировая книга;Фантастические твари: Тайны Дамблдора;Таймлесс 3: Изумрудная книга;Подземелье драконов;Меченосец;Сказка сказок;Божественная комедия;Сказание о принцессе Кагуя;Эдвард руки-ножницы;Крупная рыба;Сказка странствий"
Царь скорпионов;Фэнтези;Боевик (Экшен);Эпическое;Современное кино (2000–2020);6.592;3665;The Scorpion King;5.5;4.9;;;;;;;;;;"Властелин Колец: Две крепости;Властелин колец: Две крепости;Хоббит: Битва пяти воинств;Хоббит: Битва Пяти Воинств;Меч короля;Бахубали;Доктор Стрэндж;Наруто: Последний фильм;Бессмертные;Варкрафт;Меч короля Артура;Бахубали: Рождение легенды;Седьмой сын;Волкодав из рода Серых Псов;Царь скорпионов: Книга душ;Повелитель стихий;Огонь и лед: Хроники драконов;Во имя короля: История осады подземелья;Царь скорпионов 2: Восхождение воина;Во имя короля 2"
Ведьмак;Фэнтези;Боевик (Экшен);Темное;Современное кино (2000–2020);7.105;1044004;The Witcher;7.9;0;;;;;;;;;;"Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Берсерк. Золотой век: Фильм I. Бехерит Властителя;Константин: Повелитель тьмы;Другой мир;Хеллбой: Герой из пекла;Хеллбой II: Золотая армия;Тор 2: Царство тьмы;Ван Хельсинг;Малефисента: Владычица тьмы;Другой мир: Восстание ликанов;Охотники на ведьм;Соломон Кейн;Белоснежка и охотник 2;Последний охотник на ведьм;Белоснежка и охотник;Президент Линкольн: Охотник на вампиров;Другой мир: Войны крови;Академия вампиров;Атака Титанов. Фильм первый: Жестокий мир"
Константин: Повелитель тьмы;Фэнтези;Боевик (Экшен);Темное;Современное кино (2000–2020);7.876;3793;Constantine;7;5.5;;;;;;;;;;"Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя;Другой мир;Хеллбой: Герой из пекла;Хеллбой II: Золотая армия;Тор 2: Царство тьмы;Ван Хельсинг;Малефисента: Владычица тьмы;Другой мир: Восстание ликанов;Охотники на ведьм;Соломон Кейн;Белоснежка и охотник 2;Последний охотник на ведьм;Белоснежка и охотник;Президент Линкольн: Охотник на вампиров;Другой мир: Войны крови;Академия вампиров;Атака Титанов. Фильм первый: Жестокий мир"
Лабиринт Фавна;Фэнтези;Военный;Темное;Современное кино (2000–2020);7.577;103733;El laberinto del fauno;8.2;8.6;;;;;;;;;;"Сказка сказок;Иллюзионист;Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Труп невесты;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя;Про Красную Шапочку;Страна фей;Константин: Повелитель тьмы;Константин: повелитель тьмы;Другой мир;Малефисента;Джек и механическое сердце;Хеллбой: Герой из пекла;Хеллбой II: Золотая армия;Тор 2: Царство тьмы;Ван Хельсинг;Воображариум доктора Парнаса;Алиса в стране чудес"
Рыцарь Камелота;Фэнтези;Приключения;Мифологическое;Современное кино (2000–2020);6.541;95186;A Knight in Camelot;4.7;5.6;;;;;;;;;;"Тайна Келлс;Кубо. Легенда о самурае;Путешествие на Запад;Эспен в королевстве троллей;Алиса в Зазеркалье;Братья Гримм;Король обезьян;Сторожевая застава;Вальгалла: Сага о викинге;Беовульф;Перси Джексон и похититель молний;Перси Джексон и Море чудовищ;Волшебник Земноморья;Школа Авалон;Джек – убийца великанов;Принцесса Мононоке;Геркулес;Наследство волшебника Бахрама;Алиса: Волнение;Последний единорог"
Властелин Колец: Братство Кольца;Фэнтези;Приключения;Эпическое;Современное кино (2000–2020);8.626;328;The Lord of the Rings: The Fellowship of the Ring;8.9;8.2;;;;;;;;;;"Властелин Колец: Возвращение Короля;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Звездная пыль;Гарри Поттер и Принц-полукровка;Гарри Поттер и Принц-Полукровка;Гарри Поттер и Орден Феникса;Фантастические твари и где они обитают;Легенды ночных стражей;Охотники на драконов;Хроники Нарнии: Принц Каспиан;Хроники Нарнии: Покоритель Зари;Властелин колец;Фантастические твари: Преступления Грин-де-Вальда"
Сумерки. Сага. Новолуние;Фэнтези;Мелодрама;Темное;Современное кино (2000–2020);5.973;420224;The Twilight Saga: New Moon;4.8;4.7;;;;;;;;;;"Иллюзионист;Труп невесты;Джек и механическое сердце;Сумерки;Прекрасные создания;Кровь и шоколад;Сумерки. Сага. Затмение;Сага о чудовище. Сумерки;Сумерки. Сага. Рассвет. Часть 2;Сумерки. Сага. Рассвет. Часть I;Зимняя сказка;Город мастеров;Форма воды;Жили-были;Пена дней;Чародей и Белая Змея;Пробуждающая совесть 2: Дар змеи;Сказка сказок;Лабиринт Фавна;Берсерк. Золотой век: Фильм III. Сошествие"
Тайна Келлс;Фэнтези;Приключения;Мифологическое;Современное кино (2000–2020);7.851;194033;The Secret of Kells;7.5;7.6;;;;;;;;;;"Кубо. Легенда о самурае;Путешествие на Запад;Эспен в королевстве троллей;Алиса в Зазеркалье;Братья Гримм;Король обезьян;Сторожевая застава;Вальгалла: Сага о викинге;Беовульф;Перси Джексон и похититель молний;Перси Джексон и Море чудовищ;Волшебник Земноморья;Школа Авалон;Рыцарь Камелота;Джек – убийца великанов;Принцесса Мононоке;Геркулес;Наследство волшебника Бахрама;Алиса: Волнение;Последний единорог"
Гарри Поттер и Принц-полукровка;Фэнтези;Приключения;Эпическое;Современное кино (2000–2020);7.847;89515;Harry Potter and the Half-Blood Prince;7.6;7.1;;;;;;;;;;"Властелин Колец: Возвращение Короля;Властелин Колец: Братство Кольца;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Звездная пыль;Гарри Поттер и Принц-Полукровка;Гарри Поттер и Орден Феникса;Фантастические твари и где они обитают;Легенды ночных стражей;Охотники на драконов;Хроники Нарнии: Принц Каспиан;Хроники Нарнии: Покоритель Зари;Властелин колец;Фантастические твари: Преступления Грин-де-Вальда"
Перси Джексон и Море чудовищ;Фэнтези;Приключения;Мифологическое;Современное кино (2000–2020);6.25;581932;Percy Jackson: Sea of Monsters;5.7;5.2;;;;;;;;;;"Тайна Келлс;Кубо. Легенда о самурае;Путешествие на Запад;Эспен в королевстве троллей;Алиса в Зазеркалье;Братья Гримм;Король обезьян;Сторожевая застава;Вальгалла: Сага о викинге;Беовульф;Перси Джексон и похититель молний;Волшебник Земноморья;Школа Авалон;Рыцарь Камелота;Джек – убийца великанов;Принцесса Мононоке;Геркулес;Наследство волшебника Бахрама;Алиса: Волнение;Последний единорог"
Яркость;Фэнтези;Боевик (Экшен);Городское;Современное кино (2000–2020);6.476;978838;Bright;6.3;4.1;;;;;;;;;;"Ученик чародея;Дневной дозор;Ночной дозор;Орудия смерти: Город костей;Властелин Колец: Две крепости;Властелин колец: Две крепости;Берсерк. Золотой век: Фильм III. Сошествие;Хоббит: Битва пяти воинств;Хоббит: Битва Пяти Воинств;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Меч короля;Бахубали;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя;Персей;Доктор Стрэндж;Константин: Повелитель тьмы;Наруто: Последний фильм;Другой мир;Бессмертные"
Гарри Поттер и Принц-Полукровка;Фэнтези;Приключения;Эпическое;Современное кино (2000–2020);7.847;89515;Harry Potter and the Half-Blood Prince;7.6;7.1;;;;;;;;;;"Властелин Колец: Возвращение Короля;Властелин Колец: Братство Кольца;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Звездная пыль;Гарри Поттер и Принц-полукровка;Гарри Поттер и Орден Феникса;Фантастические твари и где они обитают;Легенды ночных стражей;Охотники на драконов;Хроники Нарнии: Принц Каспиан;Хроники Нарнии: Покоритель Зари;Властелин колец;Фантастические твари: Преступления Грин-де-Вальда"
Гарри Поттер и Дары Смерти: Часть II;Фэнтези;Приключения;Эпическое;Современное кино (2000–2020);8.167;407636;Harry Potter and the Deathly Hallows - Part 2;8.1;8.4;;;;;;;;;;"Властелин Колец: Возвращение Короля;Властелин Колец: Братство Кольца;Властелин колец: Возвращение короля;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Звездная пыль;Гарри Поттер и Принц-полукровка;Гарри Поттер и Принц-Полукровка;Гарри Поттер и Орден Феникса;Фантастические твари и где они обитают;Легенды ночных стражей;Охотники на драконов;Хроники Нарнии: Принц Каспиан;Хроники Нарнии: Покоритель Зари;Властелин колец"
Волшебный портрет;Фэнтези;Семейный;Мифологическое;Классика (до 2000 года);7.901;41439;;7.1;0;;;;;;;;;;"Волшебное кольцо;Волшебник страны Оз;Золушка `80;Волшебная страна;Волшебник;Горбун из Нотр Дама;Волшебная лампа Аладдина;Морозко;Сказка о золотом петушке;Король-олень;Волшебник Изумрудного города;Аладдин;Волшебная история;Аладдин и король разбойников;Возвращение Джафара;Три орешка для Золушки;Унесенные призраками;Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила"
Наруто: Последний фильм;Фэнтези;Боевик (Экшен);Эпическое;Современное кино (2000–2020);7.159;841279;The Last: Naruto the Movie;7.6;0;;;;;;;;;;"Властелин Колец: Две крепости;Властелин колец: Две крепости;Хоббит: Битва пяти воинств;Хоббит: Битва Пяти Воинств;Меч короля;Бахубали;Доктор Стрэндж;Бессмертные;Варкрафт;Меч короля Артура;Царь скорпионов;Бахубали: Рождение легенды;Седьмой сын;Волкодав из рода Серых Псов;Царь скорпионов: Книга душ;Повелитель стихий;Огонь и лед: Хроники драконов;Во имя короля: История осады подземелья;Царь скорпионов 2: Восхождение воина;Во имя короля 2"
Волшебник;Фэнтези;Семейный;Мифологическое;Классика (до 2000 года);7.643;1100766;;0;0;;;;;;;;;;"Волшебное кольцо;Волшебник страны Оз;Золушка `80;Волшебная страна;Волшебный портрет;Горбун из Нотр Дама;Волшебная лампа Аладдина;Морозко;Сказка о золотом петушке;Король-олень;Волшебник Изумрудного города;Аладдин;Волшебная история;Аладдин и король разбойников;Возвращение Джафара;Три орешка для Золушки;Унесенные призраками;Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила"
Три орешка для Золушки;Фэнтези;Семейный;Мифологическое;Классика (до 2000 года);6.736;1255291;Tre n?tter til Askepott;5.8;0;;;;;;;;;;"Волшебное кольцо;Волшебник страны Оз;Золушка `80;Волшебная страна;Волшебник;Волшебный портрет;Горбун из Нотр Дама;Волшебная лампа Аладдина;Морозко;Сказка о золотом петушке;Король-олень;Волшебник Изумрудного города;Аладдин;Волшебная история;Аладдин и король разбойников;Возвращение Джафара;Унесенные призраками;Вовка в Тридевятом царстве;Заколдованный мальчик;Волшебная сила"
Властелин колец: Возвращение короля;Фэнтези;Приключения;Эпическое;Современное кино (2000–2020);8.68;3498;The Lord of the Rings: The Return of the King;9;8.7;;;;;;;;;;"Властелин Колец: Возвращение Короля;Властелин Колец: Братство Кольца;Властелин колец: Братство кольца;Ходячий замок;Гарри Поттер и узник Азкабана;Хоббит: Нежданное путешествие;Хоббит: Пустошь Смауга;Гарри Поттер и кубок огня;Гарри Поттер и Тайная Комната;Звездная пыль;Гарри Поттер и Принц-полукровка;Гарри Поттер и Принц-Полукровка;Гарри Поттер и Орден Феникса;Фантастические твари и где они обитают;Легенды ночных стражей;Охотники на драконов;Хроники Нарнии: Принц Каспиан;Хроники Нарнии: Покоритель Зари;Властелин колец;Фантастические твари: Преступления Грин-де-Вальда"
Чернокнижник;Фэнтези;Ужасы;Темное;Новинки (2020–2025);7.03;15550;Warlock;6.2;0;;;;;;;;;;"Константин: повелитель тьмы;Вампиреныш;Темный мир: Равновесие;Темный мир;Блич;Истребитель демонов: Поезд «Бесконечный»;Ведьмак. Кошмар волка;Ведьмы;Сказка сказок;Кошмар перед Рождеством;Лабиринт Фавна;Иллюзионист;Берсерк. Золотой век: Фильм III. Сошествие;Берсерк: Золотой век. Фильм II. Битва за Долдрей;Труп невесты;Ведьмак;Берсерк. Золотой век: Фильм I. Бехерит Властителя;Про Красную Шапочку;Страна фей;Константин: Повелитель тьмы"
Геракл: Начало легенды;Фэнтези;Боевик (Экшен);Мифологическое;Современное кино (2000–2020);4.268;735848;The Legend of Hercules;4.3;2.6;;;;;;;;;;"Персей;Тор;Хеллбой 2: Золотая армия;Король Артур;Волкодав;Битва титанов;Война богов: Бессмертные;Боги Египта;Гнев титанов;Горец 4: Конец игры;Раскрашенная кожа 2;Царь скорпионов 3: Книга мертвых;Сошедшие с небес;Этерна. Часть первая;Восточный ветер 3: Наследие Оры;Вальгалла: Рагнарек;Властелин Колец: Две крепости;Властелин колец: Две крепости;Берсерк. Золотой век: Фильм III. Сошествие;Хоббит: Битва пяти воинств"
