0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Донбасс. Окраина;Военный;Драма;Личные драмы солдат;Новинки (2020–2025);7.425;1199529;;3.7;0;;;;;;;;;;"Возвращение на Родину;Помни имя свое;Мы смерти смотрели в лицо;Уроки фарси;На семи ветрах;На Западном фронте без перемен;Дорогой мой человек;Старшина;Город воров;Солдатик;Молодой человек;Клятва;Я — русский солдат;Бой после победы;Шугалей;Домой дороги нет;Трубач;Приказ: Огонь не открывать;Сочинение ко Дню Победы;Между рядами"
1915;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);7.081;1221;The Birth of a Nation;6.1;8.1;;;;;;;;;;"Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест;Враг мой;Флаги наших отцов;Время собирать камни;Морпехи;72 метра;Франц + Полина;Война Анны;Они были солдатами"
Смерти вопреки;Военный;Драма;Партизанские движения;Современное кино (2000–2020);6.974;7375;Hard to Kill;5.8;4.1;;;;;;;;;;"Долгие версты войны;Сволочи;Иди и смотри;Проверка на дорогах;Никто не хотел умирать;В огне брода нет;Королек – птичка певчая;Шел четвертый год войны...;Фронт без флангов;Контрибуция;Фронт в тылу врага;Гроза над Белой;Мария. Спасти Москву;1917;Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей"
В июне 41-го;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);4.076;41078;;4.3;0;;;;;;;;;;"Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест;Враг мой;Флаги наших отцов;Время собирать камни;Морпехи;72 метра;Франц + Полина;Война Анны;Они были солдатами"
Иван сын Амира;Военный;Драма;Боевые действия;Новинки (2020–2025);6.648;759994;Ivan syn Amira;6.3;0;;;;;;;;;;"Родина;Наступит завтра или нет?;Не забудь... станция Луговая;Жаворонок;Все остается людям;Подольские курсанты;В лучах славы;Огненный путь;Проверено — мин нет;Берег;Стрелец неприкаянный;Хрусталь;Иван;Размах крыльев;Родина ждет;Точка;Трое;Сквозные ранения;Чайка;Прощаться не будем"
Щит и меч;Военный;Приключения;Партизанские движения;Классика (до 2000 года);8.498;43732;;7.8;0;;;;;;;;;;"Большой побег;Большая прогулка;Иди и смотри;Проверка на дорогах;Никто не хотел умирать;В огне брода нет;Королек – птичка певчая;За спичками;Шел четвертый год войны...;Фронт без флангов;Солдатики;Фронт в тылу врага;Отдельное поручение;Оцеола: Правая рука возмездия;Красный рассвет;В августе 44-го;Долгие версты войны;Мерзавец;Антропоид;Разведчики"
Подрывники;Военный;Исторический;Партизанские движения;Современное кино (2000–2020);6.989;3221;Blown Away;6.2;5.1;;;;;;;;;;"Антропоид;За спичками;Оцеола: Правая рука возмездия;К-19;Брестская крепость;Письма с Иводзимы;Счастливого Рождества;Цветы войны;Август;Битва у Красной скалы 2;Битва за Мен Рян;28 панфиловцев;Умереть во имя;Патриот;Варяг;Батальонъ;Ржев;Центурион;Собибор;Перегон"
Ю-571;Военный;Боевик (Экшен);Боевые действия;Современное кино (2000–2020);7.388;865;U-571;6.6;6.2;;;;;;;;;;"13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;Ярость;Повелитель бури;Надо мною солнце не садится;На пути в Берлин;Балканский рубеж;Завет;Перл Харбор;Точка обстрела;Т-34;Мидуэй;Слезы солнца;Атака на Перл-Харбор;В тылу врага;У опасной черты;Десант;Август. Восьмого;Взрыватель;Черный ястреб"
Разведчики;Военный;Боевик (Экшен);Партизанские движения;Новинки (2020–2025);7.217;42073;;6.4;0;;;;;;;;;;"Красный Призрак;Судьба диверсанта;Мерзавец;Красный рассвет;На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Ижорский батальон;Кандагар"
Багровый прилив;Военный;Триллер;Личные драмы солдат;Классика (до 2000 года);7.029;5332;Crimson Tide;7.4;7.6;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат"
Ржев;Военный;Исторический;Боевые действия;Современное кино (2000–2020);7.221;1313591;;6.1;0;;;;;;;;;;"Битва у Красной скалы 2;Битва за Мен Рян;28 панфиловцев;Патриот;Батальонъ;Центурион;Спасти генерала Яна;Сталинград;Утомленные солнцем 2: Цитадель;1812: Уланская баллада;38-я параллель;Освобождение: Направление главного удара;Освобождение: Последний штурм;Освобождение: Битва за Берлин;Освобождение: Прорыв;Освобождение: Огненная дуга;Рядовой Чээрин;Адмирал Ушаков;Ватерлоо;Небесные ласточки"
Рядовой Чээрин;Военный;Исторический;Боевые действия;Новинки (2020–2025);7.454;4418992;;0;0;;;;;;;;;;"Восемь сотен;38-я параллель;Освобождение: Направление главного удара;Освобождение: Последний штурм;Освобождение: Битва за Берлин;Освобождение: Прорыв;Освобождение: Огненная дуга;Адмирал Ушаков;Битва у Красной скалы 2;Ватерлоо;Небесные ласточки;Небесные ласточки;Небесные ласточки;Небесные ласточки;Битва за Мен Рян;28 панфиловцев;Крепость: щитом и мечом;Патриот;Весна на Одере;Нормандия – Неман"
По соображениям совести;Военный;Биографический;Личные драмы солдат;Современное кино (2000–2020);8.236;649917;Hacksaw Ridge;8.1;7.3;;;;;;;;;;"Любка;Адмиралъ;Битва за Севастополь;Уцелевший;Снайпер;Свободный штат Джонса;К-19;На войне как на войне;Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Письма с Иводзимы;Между небом и землей;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом"
Офицеры;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);8.548;42736;;7.5;0;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат;Жди меня"
Утомленные солнцем 2: Цитадель;Военный;Исторический;Боевые действия;Современное кино (2000–2020);3.563;481101;;4.1;0;;;;;;;;;;"Битва у Красной скалы 2;Битва за Мен Рян;28 панфиловцев;Патриот;Батальонъ;Ржев;Центурион;Спасти генерала Яна;Сталинград;1812: Уланская баллада;38-я параллель;Освобождение: Направление главного удара;Освобождение: Последний штурм;Освобождение: Битва за Берлин;Освобождение: Прорыв;Освобождение: Огненная дуга;Рядовой Чээрин;Адмирал Ушаков;Ватерлоо;Небесные ласточки"
Хроника пикирующего бомбардировщика;Военный;Драма;Боевые действия;Классика (до 2000 года);8.367;44800;;7.7;0;;;;;;;;;;"В бой идут одни «старики»;Спасти рядового Райана;Горячий снег;Балтийское небо;Черный тюльпан;Спасительный рассвет;Потомок Чингисхана;Если враг не сдается...;Приказано уничтожить;Железный поток;Подвиг Одессы;1917;Родина;Наступит завтра или нет?;Не забудь... станция Луговая;Дюнкерк;Жаворонок;Все остается людям;Звезда;Подольские курсанты"
Свободный штат Джонса;Военный;Биографический;Партизанские движения;Современное кино (2000–2020);6.706;576002;Free State of Jones;6.9;5.5;;;;;;;;;;"По соображениям совести;Любка;Битва за Севастополь;Уцелевший;Снайпер;Адмиралъ;В августе 44-го;Долгие версты войны;Мерзавец;Антропоид;Подрывники;Смерти вопреки;Сволочи;Личный номер;Черная книга;Паттон;Иди и смотри;Щит и меч;Проверка на дорогах;Никто не хотел умирать"
Битва за Севастополь;Военный;Биографический;Боевые действия;Современное кино (2000–2020);7.706;742026;;7;0;;;;;;;;;;"Уцелевший;Снайпер;Паттон;По соображениям совести;Любка;Свободный штат Джонса;Адмиралъ;1917;Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;Дюнкерк;Битва у Красной скалы 2;Ярость;Повелитель бури;Звезда;Битва за Мен Рян;Надо мною солнце не садится;На пути в Берлин;Враг у ворот"
Железный поток;Военный;Драма;Боевые действия;Классика (до 2000 года);6.26;45292;;6.6;0;;;;;;;;;;"В бой идут одни «старики»;Спасти рядового Райана;Хроника пикирующего бомбардировщика;Горячий снег;Балтийское небо;Черный тюльпан;Спасительный рассвет;Потомок Чингисхана;Если враг не сдается...;Приказано уничтожить;Подвиг Одессы;1917;Родина;Наступит завтра или нет?;Не забудь... станция Луговая;Дюнкерк;Жаворонок;Все остается людям;Звезда;Подольские курсанты"
Жетоны ярости;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);5.384;699122;Bu er shen tan;4.5;0;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Ижорский батальон;Кандагар;1941. Крылья над Берлином;Внезапный удар;Днепровский рубеж;Марш-бросок"
Враг у ворот;Военный;Драма;Боевые действия;Современное кино (2000–2020);7.338;5260337;;0;0;;;;;;;;;;"1917;Дюнкерк;Звезда;Мы были солдатами;9 рота;Тихая застава;Дорога на Берлин;Утомленные солнцем 2: Предстояние;В бой идут одни «старики»;Спасти рядового Райана;Родина;Наступит завтра или нет?;Хроника пикирующего бомбардировщика;Горячий снег;Не забудь... станция Луговая;Балтийское небо;Жаворонок;Все остается людям;Подольские курсанты;В лучах славы"
Письма с Иводзимы;Военный;Исторический;Личные драмы солдат;Современное кино (2000–2020);7.598;252260;Letters from Iwo Jima;7.8;8.2;;;;;;;;;;"К-19;Умереть во имя;На западном фронте без перемен;Снимки нашей планеты и письмена войны;Старое ружье;Три дня до весны;Брестская крепость;Счастливого Рождества;Цветы войны;Август;Битва у Красной скалы 2;Битва за Мен Рян;Антропоид;28 панфиловцев;Патриот;Варяг;Батальонъ;Ржев;Подрывники;Центурион"
А зори здесь тихие...;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);8.58;43395;;8;0;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат;Жди меня"
Мы были солдатами;Военный;Драма;Боевые действия;Современное кино (2000–2020);7.435;877;We Were Soldiers;7.2;6.4;;;;;;;;;;"1917;Дюнкерк;Звезда;Враг у ворот;9 рота;Тихая застава;Дорога на Берлин;Утомленные солнцем 2: Предстояние;В бой идут одни «старики»;Спасти рядового Райана;Родина;Наступит завтра или нет?;Хроника пикирующего бомбардировщика;Горячий снег;Не забудь... станция Луговая;Балтийское небо;Жаворонок;Все остается людям;Подольские курсанты;В лучах славы"
Господа офицеры: Спасти императора;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);5.793;395682;;5.1;0;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Ижорский батальон;Кандагар;1941. Крылья над Берлином;Внезапный удар;Днепровский рубеж;Марш-бросок"
Торпедоносцы;Военный;Боевик (Экшен);Боевые действия;Классика (до 2000 года);8.057;42271;;7.3;0;;;;;;;;;;"Военный ныряльщик;Крылья;Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Ярость;Повелитель бури;Надо мною солнце не садится;На пути в Берлин;Балканский рубеж;Завет;Небо;Перл Харбор;День патриота;Грейхаунд"
Старое ружье;Военный;Исторический;Личные драмы солдат;Классика (до 2000 года);7.798;839299;;5.9;0;;;;;;;;;;"К-19;На западном фронте без перемен;Письма с Иводзимы;Снимки нашей планеты и письмена войны;Умереть во имя;Три дня до весны;38-я параллель;Освобождение: Направление главного удара;Битва за Москву;Освобождение: Последний штурм;Освобождение: Битва за Берлин;Освобождение: Прорыв;Освобождение: Огненная дуга;Моонзунд;Герои Шипки;Побег из Собибора;Тора! Тора! Тора!;Адмирал Ушаков;Ватерлоо;Небесные ласточки"
В бой идут одни «старики»;Военный;Драма;Боевые действия;Классика (до 2000 года);8.721;25108;;8.2;0;;;;;;;;;;"Спасти рядового Райана;Хроника пикирующего бомбардировщика;Горячий снег;Балтийское небо;Черный тюльпан;Спасительный рассвет;Потомок Чингисхана;Если враг не сдается...;Приказано уничтожить;Железный поток;Подвиг Одессы;1917;Родина;Наступит завтра или нет?;Не забудь... станция Луговая;Дюнкерк;Жаворонок;Все остается людям;Звезда;Подольские курсанты"
Предвестники бури;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);4.868;2205;Thunderbirds;4.3;4.2;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Ижорский батальон;Кандагар;1941. Крылья над Берлином;Внезапный удар;Днепровский рубеж;Марш-бросок"
Экипаж машины боевой;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);6.91;41983;;5.8;0;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Ижорский батальон;Кандагар;1941. Крылья над Берлином;Внезапный удар;Днепровский рубеж;Марш-бросок"
Снайпер Саха;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);6.906;717238;;6.8;0;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Ижорский батальон;Кандагар;1941. Крылья над Берлином;Внезапный удар;Днепровский рубеж;Марш-бросок;Последний рубеж"
В лучах славы;Военный;Драма;Боевые действия;Новинки (2020–2025);7.337;64213;Friday Night Lights;7.2;7.2;;;;;;;;;;"Родина;Наступит завтра или нет?;Не забудь... станция Луговая;Жаворонок;Все остается людям;Подольские курсанты;Огненный путь;Проверено — мин нет;Берег;Стрелец неприкаянный;Хрусталь;Иван;Размах крыльев;Родина ждет;Иван сын Амира;Точка;Трое;Сквозные ранения;Чайка;Прощаться не будем"
Команда уничтожить;Военный;Криминал;Личные драмы солдат;Современное кино (2000–2020);5.168;738285;Kill Command;5.7;5.6;;;;;;;;;;"К-19;По соображениям совести;На войне как на войне;Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Письма с Иводзимы;Между небом и землей;Любка;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест;Враг мой;Флаги наших отцов;Время собирать камни"
Нет неизвестных солдат;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);6.272;501990;;0;0;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Ижорский батальон;Кандагар;1941. Крылья над Берлином;Внезапный удар;Днепровский рубеж;Марш-бросок"
Небо;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);8.317;1421591;;5.8;0;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Ижорский батальон;Кандагар;1941. Крылья над Берлином;Внезапный удар;Днепровский рубеж;Марш-бросок;Последний рубеж"
Балканский рубеж;Военный;Боевик (Экшен);Боевые действия;Современное кино (2000–2020);8.076;1000443;;6.6;0;;;;;;;;;;"Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;Ярость;Повелитель бури;Надо мною солнце не садится;На пути в Берлин;Завет;Перл Харбор;Точка обстрела;Т-34;Мидуэй;Слезы солнца;Атака на Перл-Харбор;В тылу врага;У опасной черты;Десант;Август. Восьмого;Взрыватель;Черный ястреб"
Баллада о солдате;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);8.319;46019;;8.2;8.5;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат;Жди меня"
Сволочи;Военный;Драма;Партизанские движения;Современное кино (2000–2020);6.703;103414;;6;0;;;;;;;;;;"Долгие версты войны;Смерти вопреки;Иди и смотри;Проверка на дорогах;Никто не хотел умирать;В огне брода нет;Королек – птичка певчая;Шел четвертый год войны...;Фронт без флангов;Контрибуция;Фронт в тылу врага;Гроза над Белой;Мария. Спасти Москву;1917;Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей"
Пропавший без вести;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);7.245;843138;The Missing;8.1;0;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Ваш сын и брат;Жди меня"
Военно-полевой госпиталь М.Э.Ш.;Военный;Комедия;Личные драмы солдат;Классика (до 2000 года);7.32;537;MASH;7.3;8.3;;;;;;;;;;"Военно-полевой роман;Пришел солдат с фронта;На войне как на войне;Солдатский декамерон;Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия"
Патриот;Военный;Исторический;Боевые действия;Современное кино (2000–2020);7.935;1350287;;5.8;0;;;;;;;;;;"Битва у Красной скалы 2;Битва за Мен Рян;28 панфиловцев;Батальонъ;Ржев;Центурион;Спасти генерала Яна;Сталинград;Утомленные солнцем 2: Цитадель;1812: Уланская баллада;38-я параллель;Освобождение: Направление главного удара;Освобождение: Последний штурм;Освобождение: Битва за Берлин;Освобождение: Прорыв;Освобождение: Огненная дуга;Рядовой Чээрин;Адмирал Ушаков;Ватерлоо;Небесные ласточки"
Сквозные ранения;Военный;Драма;Боевые действия;Новинки (2020–2025);6.664;4908;Exit Wounds;5.6;4.4;;;;;;;;;;"Родина;Наступит завтра или нет?;Не забудь... станция Луговая;Жаворонок;Все остается людям;Подольские курсанты;В лучах славы;Огненный путь;Проверено — мин нет;Берег;Стрелец неприкаянный;Хрусталь;Иван;Размах крыльев;Родина ждет;Иван сын Амира;Точка;Трое;Чайка;Прощаться не будем"
Великая иллюзия;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);7.792;473;La grande illusion;8.1;9.4;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат;Жди меня"
Они были солдатами;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);6.778;41915;Saints and Soldiers;6.7;6.4;;;;;;;;;;"Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест;Враг мой;Флаги наших отцов;Время собирать камни;Морпехи;72 метра;Франц + Полина;Война Анны;Курск"
Август. Восьмого;Военный;Боевик (Экшен);Боевые действия;Современное кино (2000–2020);6.074;565158;;5.6;0;;;;;;;;;;"Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;Ярость;Повелитель бури;Надо мною солнце не садится;На пути в Берлин;Балканский рубеж;Завет;Перл Харбор;Точка обстрела;Т-34;Мидуэй;Слезы солнца;Атака на Перл-Харбор;В тылу врага;У опасной черты;Десант;Взрыватель;Черный ястреб"
Морпехи;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);6.99;81728;Jarhead;7;6.3;;;;;;;;;;"Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест;Враг мой;Флаги наших отцов;Время собирать камни;72 метра;Франц + Полина;Война Анны;Они были солдатами;Курск"
Боевой конь;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);7.738;492174;War Horse;7.2;7;;;;;;;;;;"Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест;Враг мой;Флаги наших отцов;Время собирать камни;Морпехи;72 метра;Франц + Полина;Война Анны;Они были солдатами;Курск"
72 метра;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);7.366;70952;;6.5;0;;;;;;;;;;"Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Между небом и землей;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест;Враг мой;Флаги наших отцов;Время собирать камни;Морпехи;Франц + Полина;Война Анны;Они были солдатами;Курск"
Август;Военный;Исторический;Исторические реконструкции;Современное кино (2000–2020);7.451;1234808;;0;0;;;;;;;;;;"Брестская крепость;Счастливого Рождества;Цветы войны;Варяг;Собибор;Перегон;Спасти Ленинград;Последняя надежда;Битва за Москву;Моонзунд;Блокада: Фильм 2: Ленинградский метроном. Операция «Искра»;Блокада: Ленинградский метроном. Операция «Искра»;Герои Шипки;Побег из Собибора;Блокада: Фильм 1: Лужский рубеж, Пулковский меридиан;Тора! Тора! Тора!;Кутузов;Восемнадцатый год;Их знали только в лицо;Она носила желтую ленту"
Пришел солдат с фронта;Военный;Комедия;Личные драмы солдат;Классика (до 2000 года);7.157;43270;;7.6;0;;;;;;;;;;"Военно-полевой роман;Военно-полевой госпиталь М.Э.Ш.;На войне как на войне;Солдатский декамерон;Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Они сражались за Родину;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия"
Ижорский батальон;Военный;Боевик (Экшен);Боевые действия;Новинки (2020–2025);7.195;419608;;6.3;0;;;;;;;;;;"На привязи у взлетной полосы;Подранки;Грозовые ворота;Кукушка;Шугалей 2;Небо;День патриота;Грейхаунд;Снайпер Саха;Битва;Шугалей 3;Приказ: Перейти границу;Форпост;Фронт за линией фронта;Кандагар;1941. Крылья над Берлином;Внезапный удар;Днепровский рубеж;Марш-бросок;Последний рубеж"
Черный тюльпан;Военный;Драма;Боевые действия;Классика (до 2000 года);7.592;81285;La Tulipe noire;6.6;0;;;;;;;;;;"В бой идут одни «старики»;Спасти рядового Райана;Хроника пикирующего бомбардировщика;Горячий снег;Балтийское небо;Спасительный рассвет;Потомок Чингисхана;Если враг не сдается...;Приказано уничтожить;Железный поток;Подвиг Одессы;1917;Родина;Наступит завтра или нет?;Не забудь... станция Луговая;Дюнкерк;Жаворонок;Все остается людям;Звезда;Подольские курсанты"
Они сражались за Родину;Военный;Драма;Личные драмы солдат;Классика (до 2000 года);8.532;42770;;7.7;0;;;;;;;;;;"Летят журавли;А зори здесь тихие;Отец солдата;А зори здесь тихие...;Баллада о солдате;Апокалипсис сегодня;Подводная лодка;Красивые деревни красиво горят;Взвод;Цельнометаллическая оболочка;Офицеры;Джонни взял ружье;Иваново детство;Завтра была война;Великая иллюзия;Двадцать дней без войны;Империя Солнца;Пропавший без вести;Ваш сын и брат;Жди меня"
Слезы солнца;Военный;Боевик (Экшен);Боевые действия;Современное кино (2000–2020);6.853;855;Tears of the Sun;6.6;4.9;;;;;;;;;;"Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;Ярость;Повелитель бури;Надо мною солнце не садится;На пути в Берлин;Балканский рубеж;Завет;Перл Харбор;Точка обстрела;Т-34;Мидуэй;Атака на Перл-Харбор;В тылу врага;У опасной черты;Десант;Август. Восьмого;Взрыватель;Черный ястреб"
Между небом и землей;Военный;Драма;Личные драмы солдат;Современное кино (2000–2020);7.575;455526;;0;0;;;;;;;;;;"Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест;Враг мой;Флаги наших отцов;Время собирать камни;Морпехи;72 метра;Франц + Полина;Война Анны;Они были солдатами;Курск"
Снайпер;Военный;Биографический;Боевые действия;Современное кино (2000–2020);7.017;683919;American Sniper;7.3;6.9;;;;;;;;;;"Битва за Севастополь;Уцелевший;Паттон;По соображениям совести;Любка;Свободный штат Джонса;Адмиралъ;1917;Ю-571;13 часов: Тайные солдаты Бенгази;Бесславные ублюдки;Дюнкерк;Битва у Красной скалы 2;Ярость;Повелитель бури;Звезда;Битва за Мен Рян;Надо мною солнце не садится;На пути в Берлин;Враг у ворот"
Паттон;Военный;Биографический;Боевые действия;Классика (до 2000 года);6.966;433;Patton;7.9;8.5;;;;;;;;;;"Битва за Севастополь;Уцелевший;Снайпер;В бой идут одни «старики»;Спасти рядового Райана;38-я параллель;Хроника пикирующего бомбардировщика;Освобождение: Направление главного удара;Освобождение: Последний штурм;Освобождение: Битва за Берлин;Освобождение: Прорыв;Освобождение: Огненная дуга;Торпедоносцы;Горячий снег;Военный ныряльщик;Балтийское небо;Адмирал Ушаков;Ватерлоо;Небесные ласточки;Небесные ласточки"
На войне как на войне;Военный;Комедия;Личные драмы солдат;Современное кино (2000–2020);8.549;46285;;7.9;0;;;;;;;;;;"Солдатский декамерон;Военно-полевой роман;Пришел солдат с фронта;Военно-полевой госпиталь М.Э.Ш.;К-19;По соображениям совести;Живые и мертвые;Блокада;Вальс с Баширом;Война;Объединенная зона безопасности;Письма с Иводзимы;Между небом и землей;Любка;Боевой конь;Крик тишины;Безродные звери;Свои;Афганский излом;Железный крест"
Приказано уничтожить;Военный;Драма;Боевые действия;Классика (до 2000 года);6.776;3532;Executive Decision;6.5;6.3;;;;;;;;;;"В бой идут одни «старики»;Спасти рядового Райана;Хроника пикирующего бомбардировщика;Горячий снег;Балтийское небо;Черный тюльпан;Спасительный рассвет;Потомок Чингисхана;Если враг не сдается...;Железный поток;Подвиг Одессы;1917;Родина;Наступит завтра или нет?;Не забудь... станция Луговая;Дюнкерк;Жаворонок;Все остается людям;Звезда;Подольские курсанты"
