0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Убить гонца;Биографический;Криминал;Другое;Современное кино (2000–2020);6.439;464520;Kill the Messenger;6.9;6.6;;;;;;;;;;"Монстр;Кодекс Готти;Двойник дьявола;Все деньги мира;2Pac: Легенда;Глава 27;В погоне за счастьем;Молитвы за Бобби;Далласский клуб покупателей;Эрин Брокович;Филомена;Цветок пустыни;Красивый мальчик;Стеклянный замок;Меган Ливи;Лавлэйс;Навальный;Мотылек;Капоне;Звук свободы"
Ив Сен-Лоран;Биографический;Драма;Творческие гении;Современное кино (2000–2020);6.177;741205;Yves Saint Laurent;6.2;5.3;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Селена;Биографический;Драма;Творческие гении;Классика (до 2000 года);7.607;2835;Selena;6.9;6;;;;;;;;;;"Волшебство Queen в Будапеште;Амадей;Моя левая нога;Чаплин;Анна Павлова;Джиа;Народ против Ларри Флинта;The Doors;Детство Горького;Сид и Нэнси;Полное затмение;Америкэн бой;Suga: Road to D-Day;Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Боб Марли;Lil Peep: Всё для всех;Скафандр и бабочка;Эми"
Платон;Биографический;Драма;Творческие гении;Новинки (2020–2025);5.732;395373;;5.2;0;;;;;;;;;;"Suga: Road to D-Day;Боб Марли;Элвис;Эмили;Кошачьи миры Луиса Уэйна;Господин оформитель;Кино про Алексеева;Его звали Роберт;Чайковский;Дом Хемингуэй;Цой;Евгений Леонов. А слезы капали;Волшебство Queen в Будапеште;Амадей;Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Моя левая нога;Скафандр и бабочка"
Тоня против всех;Биографический;Драма;Спортивные легенды;Современное кино (2000–2020);7.274;1008385;I, Tonya;7.5;7.8;;;;;;;;;;"42;Сенна;Ford против Ferrari;FORD против FERRARI;Вспоминая титанов;Невидимая сторона;Пеле: Рождение легенды;Боец;Легенда №17;Проклятый Юнайтед;Стальная хватка;Радио;Сильнее;Неуязвимый;Мэри Ком;Движение вверх;Борг/Макинрой;Али;Лев Яшин. Вратарь моей мечты;Охота на лис"
Навальный;Биографический;Криминал;Исторические личности;Новинки (2020–2025);8.256;4821789;NAVALNY;7.7;8.2;;;;;;;;;;"Капоне;Мотылек;Двойник дьявола;Все деньги мира;Доктор Лиза;Одна жизнь;Джон Ф. Кеннеди: Выстрелы в Далласе;Мавританец;Суд над чикагской семеркой;Человек божий;Гарегин Нжде;Великий полководец Георгий Жуков;Я буду жить;Иуда и черный мессия;Летчик;Посол Советского Союза;Космос как предчувствие;Спенсер;Наградить (посмертно);Амундсен"
Молодая Виктория;Биографический;Исторический;Исторические личности;Современное кино (2000–2020);7.568;384138;The Young Victoria;7.2;6.5;;;;;;;;;;"Последний король Шотландии;Мухаммад: Посланник Бога;Романовы: Венценосная семья;Курманжан Датка;Петр I: Последний царь и первый император;Жена смотрителя зоопарка;Монгол;Сельма;Интервью с Путиным;Иоанна — женщина на папском престоле;Линкольн;Че: Часть первая. Аргентинец;Долгая дорога к свободе;Ватель;Виктория и Абдул;Черный принц;Жанна;Мария-Антуанетта;Дж. Эдгар;Убийство Линкольна"
Рэй;Биографический;Драма;Творческие гении;Современное кино (2000–2020);8.053;5319;Ray;7.7;7.2;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето;Стать Джоном Ленноном"
Полонез Огинского;Биографический;Исторический;Творческие гении;Классика (до 2000 года);7.023;43101;;6.8;0;;;;;;;;;;"Андрей Рублев;Эзоп;Идеальный дворец Фердинанда Шеваля;Коко Шанель;Призраки Гойи;Первый Оскар;Паганини: Скрипач дьявола;Пушкин. Последняя дуэль;Лоуренс Аравийский;Страсти Жанны Д'Арк;Ганди;Последний император;Юность Петра;Леди Гамильтон;Малкольм Икс;Повесть о Луи Пастере;Петр Первый;Жанна Д'Арк;Маленький Будда;Семен Дежнев"
Мария Магдалина;Биографический;Исторический;Исторические личности;Современное кино (2000–2020);6.296;972321;Mary Magdalene;5.9;5.5;;;;;;;;;;"Последний король Шотландии;Мухаммад: Посланник Бога;Молодая Виктория;Романовы: Венценосная семья;Курманжан Датка;Петр I: Последний царь и первый император;Жена смотрителя зоопарка;Монгол;Сельма;Интервью с Путиным;Иоанна — женщина на папском престоле;Линкольн;Че: Часть первая. Аргентинец;Долгая дорога к свободе;Ватель;Виктория и Абдул;Черный принц;Жанна;Мария-Антуанетта;Дж. Эдгар"
Призраки Гойи;Биографический;Исторический;Творческие гении;Современное кино (2000–2020);7.483;104910;Goya's Ghosts;6.9;4.8;;;;;;;;;;"Идеальный дворец Фердинанда Шеваля;Коко Шанель;Паганини: Скрипач дьявола;Пушкин. Последняя дуэль;Андрей Рублев;Эзоп;Полонез Огинского;Первый Оскар;Последний король Шотландии;Мухаммад: Посланник Бога;Молодая Виктория;Романовы: Венценосная семья;Курманжан Датка;Время первых;Красная армия;Петр I: Последний царь и первый император;Жена смотрителя зоопарка;Монгол;Сельма;Интервью с Путиным"
Жанна Д'Арк;Биографический;Исторический;Исторические личности;Классика (до 2000 года);7.255;4513;Jeanne d'Arc;6.4;4.5;;;;;;;;;;"Лоуренс Аравийский;Страсти Жанны Д'Арк;Ганди;Последний император;Юность Петра;Леди Гамильтон;Малкольм Икс;Петр Первый;Маленький Будда;Семен Дежнев;Распутин;Одна жизнь;Джон Ф. Кеннеди: Выстрелы в Далласе;Последний король Шотландии;Мухаммад: Посланник Бога;Молодая Виктория;Суд над чикагской семеркой;Романовы: Венценосная семья;Курманжан Датка;Петр I: Последний царь и первый император"
Человек божий;Биографический;Драма;Исторические личности;Новинки (2020–2025);7.676;1003448;Man of God;7;0;;;;;;;;;;"Доктор Лиза;Мавританец;Иуда и черный мессия;Космос как предчувствие;Спенсер;Человек-слон;Подтверждение;Король говорит!;Во имя отца;Иисус Христос – суперзвезда;Фрост против Никсона;Дело Ричарда Джуэлла;Непокоренный;Маршалл;Елизавета;Чудо на Гудзоне;Королева;Женщина в золотом;Герцогиня;Харви Милк"
Америкэн бой;Биографический;Драма;Творческие гении;Классика (до 2000 года);6.851;94099;;5.8;0;;;;;;;;;;"Волшебство Queen в Будапеште;Амадей;Моя левая нога;Чаплин;Анна Павлова;Джиа;Народ против Ларри Флинта;The Doors;Селена;Детство Горького;Сид и Нэнси;Полное затмение;Suga: Road to D-Day;Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Боб Марли;Lil Peep: Всё для всех;Скафандр и бабочка;Эми"
Лунный гонщик;Биографический;Драма;Спортивные легенды;Новинки (2020–2025);6.638;8166;Moonraker;6.3;5.4;;;;;;;;;;"Последний танец;Паралимпиец;Одна сотая секунды;Гран Туризмо;Сила воли;Стрельцов;Капитан;Чемпион мира;Вратарь;Чемпионы: Быстрее. Выше. Сильнее;Миф;Кровью и потом: Анаболики;Победитель;Воздух;Роналду против Месси;42;Сенна;Ford против Ferrari;FORD против FERRARI;Бешеный бык"
Молоко;Биографический;Драма;Исторические личности;Современное кино (2000–2020);6.777;1046057;;0;0;;;;;;;;;;"Подтверждение;Король говорит!;Фрост против Никсона;Дело Ричарда Джуэлла;Непокоренный;Маршалл;Чудо на Гудзоне;Королева;Женщина в золотом;Герцогиня;Харви Милк;Мандерлей;Честная игра;Железная леди;Тиски;Пятая власть;Манолете;Джеки;Принцесса Монако;Доктор Лиза"
Дж. Эдгар;Биографический;Исторический;Исторические личности;Современное кино (2000–2020);6.679;505796;J. Edgar;6.5;5.7;;;;;;;;;;"Последний король Шотландии;Мухаммад: Посланник Бога;Молодая Виктория;Романовы: Венценосная семья;Курманжан Датка;Петр I: Последний царь и первый император;Жена смотрителя зоопарка;Монгол;Сельма;Интервью с Путиным;Иоанна — женщина на папском престоле;Линкольн;Че: Часть первая. Аргентинец;Долгая дорога к свободе;Ватель;Виктория и Абдул;Черный принц;Жанна;Мария-Антуанетта;Убийство Линкольна"
Роналду против Месси;Биографический;Драма;Спортивные легенды;Новинки (2020–2025);6.276;1115446;Ronaldo vs. Messi;5.1;0;;;;;;;;;;"Последний танец;Паралимпиец;Одна сотая секунды;Гран Туризмо;Сила воли;Стрельцов;Капитан;Чемпион мира;Вратарь;Чемпионы: Быстрее. Выше. Сильнее;Лунный гонщик;Миф;Кровью и потом: Анаболики;Победитель;Воздух;42;Сенна;Ford против Ferrari;FORD против FERRARI;Бешеный бык"
Качая железо;Биографический;Неважно;Спортивные легенды;Классика (до 2000 года);7.892;65144;Pumping Iron;7.3;7;;;;;;;;;;"Бешеный бык;Ураган;Дневник баскетболиста;Иван Сила;Класс 92;42;Последний танец;Сенна;Ford против Ferrari;FORD против FERRARI;Гонка;Вспоминая титанов;Невидимая сторона;Пеле: Рождение легенды;Боец;Мистер Нокаут;Легенда №17;Паралимпиец;Одна сотая секунды;Проклятый Юнайтед"
Виктория и Абдул;Биографический;Исторический;Исторические личности;Современное кино (2000–2020);6.897;989939;Victoria & Abdul;6.8;6.1;;;;;;;;;;"Последний король Шотландии;Мухаммад: Посланник Бога;Молодая Виктория;Романовы: Венценосная семья;Курманжан Датка;Петр I: Последний царь и первый император;Жена смотрителя зоопарка;Монгол;Сельма;Интервью с Путиным;Иоанна — женщина на папском престоле;Линкольн;Че: Часть первая. Аргентинец;Долгая дорога к свободе;Ватель;Черный принц;Жанна;Мария-Антуанетта;Дж. Эдгар;Убийство Линкольна"
Сен-Лоран. Стиль — это я;Биографический;Драма;Творческие гении;Современное кино (2000–2020);6.265;735178;Saint Laurent;6.1;5.9;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Юность Петра;Биографический;Исторический;Исторические личности;Классика (до 2000 года);8.258;42470;;7.2;0;;;;;;;;;;"Лоуренс Аравийский;Страсти Жанны Д'Арк;Ганди;Последний император;Леди Гамильтон;Малкольм Икс;Петр Первый;Жанна Д'Арк;Маленький Будда;Семен Дежнев;Распутин;Одна жизнь;Джон Ф. Кеннеди: Выстрелы в Далласе;Последний король Шотландии;Мухаммад: Посланник Бога;Молодая Виктория;Суд над чикагской семеркой;Романовы: Венценосная семья;Курманжан Датка;Петр I: Последний царь и первый император"
Девушка с жемчужной сережкой;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.223;8076;Girl with a Pearl Earring;6.9;6.9;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Король говорит!;Биографический;Драма;Исторические личности;Современное кино (2000–2020);8.057;485311;The King's Speech;8;8.6;;;;;;;;;;"Подтверждение;Фрост против Никсона;Дело Ричарда Джуэлла;Непокоренный;Маршалл;Чудо на Гудзоне;Королева;Женщина в золотом;Герцогиня;Харви Милк;Мандерлей;Честная игра;Молоко;Железная леди;Тиски;Пятая власть;Манолете;Джеки;Принцесса Монако;Доктор Лиза"
Ласковый май;Биографический;Комедия;Творческие гении;Современное кино (2000–2020);6.754;450184;;6.1;0;;;;;;;;;;"Джули и Джулия: Готовим счастье по рецепту;Один шанс из тысячи;Эд Вуд;Человек на Луне;Эдди «Орел»;Элвис и Никсон;Битва полов;Элвис и Никсон;Гайд-парк на Гудзоне;Мой мир SHINee;BTS: Love Yourself Tour in Seoul;Пианист;Rammstein: Paris!;BTS: Bring The Soul. The movie;Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми"
Один шанс из тысячи;Биографический;Комедия;Творческие гении;Современное кино (2000–2020);6.436;42719;;6;0;;;;;;;;;;"Джули и Джулия: Готовим счастье по рецепту;Ласковый май;Эд Вуд;Человек на Луне;Эдди «Орел»;Элвис и Никсон;Битва полов;Элвис и Никсон;Гайд-парк на Гудзоне;Мой мир SHINee;BTS: Love Yourself Tour in Seoul;Пианист;Rammstein: Paris!;BTS: Bring The Soul. The movie;Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми"
Семь лет в Тибете;Биографический;Приключения;Исторические личности;Классика (до 2000 года);7.795;5423;Seven Years in Tibet;7.1;6.2;;;;;;;;;;"Че Гевара: Дневники мотоциклиста;Амундсен;Список Шиндлера;Человек-слон;Лоуренс Аравийский;Страсти Жанны Д'Арк;Ганди;Мотылек;Во имя отца;Последний император;Юность Петра;Леди Гамильтон;Иисус Христос – суперзвезда;Малкольм Икс;Повесть о настоящем человеке;Елизавета;Петр Первый;Жанна Д'Арк;Эвита;Маленький Будда"
Несломленный;Биографический;Военный;Спортивные легенды;Современное кино (2000–2020);7.367;577211;Unbroken;7.2;6;;;;;;;;;;"Несокрушимый;Рожденный побеждать;Пианист;Игра в имитацию;Меган Ливи;Че: Часть вторая;Класс 92;42;Сенна;Ford против Ferrari;FORD против FERRARI;Гонка;Вспоминая титанов;Невидимая сторона;Пеле: Рождение легенды;Боец;Легенда №17;Проклятый Юнайтед;Эдди «Орел»;Стальная хватка"
Евгений Леонов. А слезы капали;Биографический;Драма;Творческие гении;Новинки (2020–2025);0;842413;;0;0;;;;;;;;;;"Suga: Road to D-Day;Боб Марли;Элвис;Эмили;Кошачьи миры Луиса Уэйна;Господин оформитель;Кино про Алексеева;Его звали Роберт;Чайковский;Дом Хемингуэй;Платон;Цой;Волшебство Queen в Будапеште;Амадей;Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Моя левая нога;Скафандр и бабочка"
Вратарь;Биографический;Драма;Спортивные легенды;Новинки (2020–2025);7.269;45907;;6.8;0;;;;;;;;;;"Последний танец;Паралимпиец;Одна сотая секунды;Гран Туризмо;Сила воли;Стрельцов;Капитан;Чемпион мира;Чемпионы: Быстрее. Выше. Сильнее;Лунный гонщик;Миф;Кровью и потом: Анаболики;Победитель;Воздух;Роналду против Месси;42;Сенна;Ford против Ferrari;FORD против FERRARI;Бешеный бык"
Джонни Д.;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.051;400599;Public Enemies;6.9;6.4;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Авиатор;Биографический;Драма;Ученые и изобретатели;Современное кино (2000–2020);7.598;6374;The Aviator;7.5;7.7;;;;;;;;;;"Игры разума;Тэмпл Грандин;Скрытые фигуры;Ветер крепчает;Социальная сеть;Вселенная Стивена Хокинга;Мы не можем жить без космоса;Хокинг;Гений;Вы не знаете Джека;Основатель;Игры разумов;Уравнение со всеми известными;Джой;Опасный метод;Джобс. Империя соблазна;Аполлон 13;Оппенгеймер;Октябрьское небо;Опочтарение"
Тэмпл Грандин;Биографический;Драма;Ученые и изобретатели;Современное кино (2000–2020);8.029;424153;Temple Grandin;8.2;8.7;;;;;;;;;;"Игры разума;Скрытые фигуры;Ветер крепчает;Социальная сеть;Вселенная Стивена Хокинга;Мы не можем жить без космоса;Хокинг;Гений;Авиатор;Вы не знаете Джека;Основатель;Игры разумов;Уравнение со всеми известными;Джой;Опасный метод;Джобс. Империя соблазна;Аполлон 13;Оппенгеймер;Октябрьское небо;Опочтарение"
Меган Ливи;Биографический;Военный;Другое;Современное кино (2000–2020);7.248;928156;Megan Leavey;7.1;6.8;;;;;;;;;;"Рожденный четвертого июля;Пианист;Игра в имитацию;Несломленный;Че: Часть вторая;Несокрушимый;Глава 27;В погоне за счастьем;Молитвы за Бобби;Далласский клуб покупателей;Эрин Брокович;Филомена;Цветок пустыни;Красивый мальчик;Стеклянный замок;Монстр;Убить гонца;Лавлэйс;Кодекс Готти;Список Шиндлера"
Пока я жив;Биографический;Мелодрама;Творческие гении;Новинки (2020–2025);8.122;661174;Jab Tak Hai Jaan;6.7;6;;;;;;;;;;"Тейлор Свифт: The Eras Tour;Богиня: как я полюбила;Величайший шоумен;Джейн Остин;Генсбур. Любовь хулигана;Мисс Поттер;Любовь и страсть. Далида;7 дней и ночей с Мэрилин;Алла Пугачева. Тот самый концерт;Эйфель;BTS: Yet to Come in Cinemas;Suga: Road to D-Day;Эзоп;Боб Марли;Облака;Элвис;Эмили;Кошачьи миры Луиса Уэйна;Господин оформитель;Кино про Алексеева"
Доктор Лиза;Биографический;Драма;Исторические личности;Новинки (2020–2025);8.327;1254059;;0;0;;;;;;;;;;"Мавританец;Человек божий;Иуда и черный мессия;Космос как предчувствие;Спенсер;Человек-слон;Подтверждение;Король говорит!;Во имя отца;Иисус Христос – суперзвезда;Фрост против Никсона;Дело Ричарда Джуэлла;Непокоренный;Маршалл;Елизавета;Чудо на Гудзоне;Королева;Женщина в золотом;Герцогиня;Харви Милк"
Майкл Джексон: Вот и всё;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.74;470314;This Is It;7.2;7.1;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето;Стать Джоном Ленноном"
Гонзо: Страх и ненависть Хантера С. Томпсона;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.701;198096;Gonzo: The Life and Work of Dr. Hunter S. Thompson;7.6;7.1;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето;Стать Джоном Ленноном"
Трамбо;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.385;799728;Trumbo;7.4;6.7;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Можно только представить;Лето;Стать Джоном Ленноном"
Стать Джоном Ленноном;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.511;438384;Nowhere Boy;7.1;7;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Красивый мальчик;Биографический;Драма;Другое;Современное кино (2000–2020);7.316;462654;Beautiful Boy;7.4;6.4;;;;;;;;;;"Глава 27;В погоне за счастьем;Молитвы за Бобби;Далласский клуб покупателей;Эрин Брокович;Филомена;Цветок пустыни;Стеклянный замок;Лавлэйс;Звук свободы;Глаза Тэмми Фэй;42;Сенна;Игры разума;Ford против Ferrari;Подтверждение;FORD против FERRARI;Тэмпл Грандин;Король говорит!;Богемская рапсодия"
Тейлор Свифт: The Eras Tour;Биографический;Мелодрама;Творческие гении;Новинки (2020–2025);8.587;5396299;Taylor Swift: The Eras Tour;8;8.4;;;;;;;;;;"Пока я жив;Богиня: как я полюбила;Величайший шоумен;Джейн Остин;Генсбур. Любовь хулигана;Мисс Поттер;Любовь и страсть. Далида;7 дней и ночей с Мэрилин;Алла Пугачева. Тот самый концерт;Эйфель;BTS: Yet to Come in Cinemas;Suga: Road to D-Day;Эзоп;Боб Марли;Облака;Элвис;Эмили;Кошачьи миры Луиса Уэйна;Господин оформитель;Кино про Алексеева"
Летчик;Биографический;Военный;Исторические личности;Новинки (2020–2025);7.695;1405968;;6.2;0;;;;;;;;;;"Гарегин Нжде;Великий полководец Георгий Жуков;Я буду жить;Наградить (посмертно);Девятаев;Суворов. Великое путешествие;Зоя;Список Шиндлера;Повесть о настоящем человеке;Че: Часть вторая;Калашников;Рожденный побеждать;Доктор Лиза;Навальный;Одна жизнь;Джон Ф. Кеннеди: Выстрелы в Далласе;Мавританец;Суд над чикагской семеркой;Человек божий;Иуда и черный мессия"
Хокинг;Биографический;Драма;Ученые и изобретатели;Современное кино (2000–2020);7.809;298953;Hawking;7.4;0;;;;;;;;;;"Игры разума;Тэмпл Грандин;Скрытые фигуры;Ветер крепчает;Социальная сеть;Вселенная Стивена Хокинга;Мы не можем жить без космоса;Гений;Авиатор;Вы не знаете Джека;Основатель;Игры разумов;Уравнение со всеми известными;Джой;Опасный метод;Джобс. Империя соблазна;Аполлон 13;Оппенгеймер;Октябрьское небо;Опочтарение"
Каллас навсегда;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.204;15092;Callas Forever;6.4;5.4;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Ford против Ferrari;Биографический;Драма;Спортивные легенды;Современное кино (2000–2020);8.229;835086;Ford v Ferrari;8.1;7.8;;;;;;;;;;"42;Сенна;FORD против FERRARI;Вспоминая титанов;Невидимая сторона;Пеле: Рождение легенды;Боец;Легенда №17;Проклятый Юнайтед;Стальная хватка;Тоня против всех;Радио;Сильнее;Неуязвимый;Мэри Ком;Движение вверх;Борг/Макинрой;Али;Лев Яшин. Вратарь моей мечты;Охота на лис"
Главный конструктор;Биографический;Исторический;Ученые и изобретатели;Новинки (2020–2025);7.318;461724;;6.3;0;;;;;;;;;;"Первые;Королёв;Время первых;Повесть о Луи Пастере;Война токов;Эзоп;Одна жизнь;Джон Ф. Кеннеди: Выстрелы в Далласе;Суд над чикагской семеркой;Посол Советского Союза;Первый Оскар;Путь лидера;Дочь Бога;Оппенгеймер;Опочтарение;Калашников;Кто убил BlackBerry?;Эйфель;Ламборгини: Человек-легенда;Лоуренс Аравийский"
Девятаев;Биографический;Военный;Исторические личности;Новинки (2020–2025);6.42;1249213;;5.6;0;;;;;;;;;;"Гарегин Нжде;Великий полководец Георгий Жуков;Я буду жить;Летчик;Наградить (посмертно);Суворов. Великое путешествие;Зоя;Список Шиндлера;Повесть о настоящем человеке;Че: Часть вторая;Калашников;Рожденный побеждать;Доктор Лиза;Навальный;Одна жизнь;Джон Ф. Кеннеди: Выстрелы в Далласе;Мавританец;Суд над чикагской семеркой;Человек божий;Иуда и черный мессия"
Мы не можем жить без космоса;Биографический;Драма;Ученые и изобретатели;Современное кино (2000–2020);7.855;841340;;7.6;0;;;;;;;;;;"Игры разума;Тэмпл Грандин;Скрытые фигуры;Ветер крепчает;Социальная сеть;Вселенная Стивена Хокинга;Хокинг;Гений;Авиатор;Вы не знаете Джека;Основатель;Игры разумов;Уравнение со всеми известными;Джой;Опасный метод;Джобс. Империя соблазна;Аполлон 13;Оппенгеймер;Октябрьское небо;Опочтарение"
Лоуренс Аравийский;Биографический;Исторический;Исторические личности;Классика (до 2000 года);8.008;347;Lawrence of Arabia;8.3;9.4;;;;;;;;;;"Страсти Жанны Д'Арк;Ганди;Последний император;Юность Петра;Леди Гамильтон;Малкольм Икс;Петр Первый;Жанна Д'Арк;Маленький Будда;Семен Дежнев;Распутин;Одна жизнь;Джон Ф. Кеннеди: Выстрелы в Далласе;Последний король Шотландии;Мухаммад: Посланник Бога;Молодая Виктория;Суд над чикагской семеркой;Романовы: Венценосная семья;Курманжан Датка;Петр I: Последний царь и первый император"
Ван Гог. На пороге вечности;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.201;1054990;At Eternity's Gate;6.9;7.2;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Можно только представить;Лето"
Несокрушимый;Биографический;Военный;Спортивные легенды;Современное кино (2000–2020);5.557;1007496;;5.6;0;;;;;;;;;;"Несломленный;Рожденный побеждать;Пианист;Игра в имитацию;Меган Ливи;Че: Часть вторая;Класс 92;42;Сенна;Ford против Ferrari;FORD против FERRARI;Гонка;Вспоминая титанов;Невидимая сторона;Пеле: Рождение легенды;Боец;Легенда №17;Проклятый Юнайтед;Эдди «Орел»;Стальная хватка"
Можно только представить;Биографический;Драма;Творческие гении;Современное кино (2000–2020);7.464;1015002;I Can Only Imagine;7.3;5.9;;;;;;;;;;"Богемская рапсодия;Ван Гог. С любовью, Винсент;Рэй;Lil Peep: Всё для всех;Скафандр и бабочка;Эми;Контроль;Гонзо: Страх и ненависть Хантера С. Томпсона;Жизнь в розовом цвете;Кобейн: Чертов монтаж;Фрида;Спасти мистера Бэнкса;Модильяни;Майкл Джексон: Вот и всё;Диор и я;Майкл Джексон: Вот и все;Обещание на рассвете;Трамбо;Лето;Стать Джоном Ленноном"
Мистер Нокаут;Биографический;Боевик (Экшен);Спортивные легенды;Новинки (2020–2025);7.659;1234853;;0;0;;;;;;;;;;"Железная схватка;Гонка;Ип Ман: Рождение легенды;Брюс Ли: Рождение дракона;Последний танец;Паралимпиец;Одна сотая секунды;Король Ричард;Гран Туризмо;Сила воли;Стрельцов;Капитан;Чемпион мира;Вратарь;Чемпионы: Быстрее. Выше. Сильнее;Лунный гонщик;Миф;Кровью и потом: Анаболики;Король воздуха;Победитель"
