0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Ночь в музее: Секрет гробницы;Семейный;Фэнтези;Детские приключения;Современное кино (2000–2020);6.599;737543;Night at the Museum: Secret of the Tomb;6.2;5;;;;;;;;;;"Клаус;Песнь моря;В стране невыученных уроков;Мэри Поппинс, до свидания;Рыбка Поньо на утесе;Возвращение домовенка;Щелкунчик;Маленький принц;Ариэтти из страны лилипутов;Рапунцель: Запутанная История;Рапунцель: Счастлива навсегда;Капризная принцесса;Хранители снов;Холодное сердце;Мост в Терабитию;Алеша Попович и Тугарин Змей;Добрыня Никитич и Змей Горыныч;Книга жизни;Феи: Легенда о чудовище;Кристофер Робин"
Наша Маша и Волшебный орех;Семейный;Фэнтези;Детские приключения;Новинки (2020–2025);1.727;259991;;2;0;;;;;;;;;;"Летучий корабль;Приключения домовенка;Дед Мороз и Серый волк;Когда я стану великаном;Бука. Мое любимое чудище;Райя и последний дракон;Дед Мороз и лето;Лука;В некотором царстве…;Дикие лебеди;Ореховый прутик;Вперёд;Три богатыря и Конь на троне;Вперед;Иван Царевич и Серый Волк 5;Голос монстра;Необыкновенная история на Рождество;Баранкин, будь человеком!;Мечты сбываются!;Братья Супер Марио в кино"
Подарок на Рождество;Семейный;Комедия;Семейные комедии;Новинки (2020–2025);6.717;6300;Jingle All the Way;5.8;4.4;;;;;;;;;;"По семейным обстоятельствам;Большая семья;Мой ужасный сосед;Неисправимый Рон;Моя ужасная сестра;Мой друг мистер Персиваль;Воскресный папа;Добро пожаловать к Райли;Барбоскины на даче;Привет семье!;Миньоны: Грювитация;Босс-молокосос 2;Монстры на каникулах: Трансформания;Смешарики. Начало;Неваляшка;Семейное ограбление;Семейка с приветом: Миллионы по ветру;Здравствуй, Дедушка Мороз!;Моя безумная семья;Семейка Аддамс: Горящий тур"
Карлсон вернулся;Семейный;Комедия;Детские приключения;Новинки (2020–2025);8.532;44718;;7.9;0;;;;;;;;;;"Малыши;Александр Маленький;Каникулы Бонифация;Семейка Крудс: Новоселье;Незнайка учится;Финник;Незнайка с нашего двора;Будешь со мной дружить?;Мой папа – вождь;Мой папа летчик;Неваляшка 2;Винни Пух идет в гости;Малыш и Карлсон;Головоломка;По следам бременских музыкантов;История игрушек;Подкидыш;Шапокляк;Чиполлино;Приключения Винни Пуха"
Гринч — похититель Рождества;Семейный;Фэнтези;Семейные комедии;Современное кино (2000–2020);6.841;5056;How the Grinch Stole Christmas;6.4;5.5;;;;;;;;;;"Шрэк;Монстры на каникулах;Зачарованная;Гринч;Моя ужасная няня;Странная жизнь Тимоти Грина;Шрэк навсегда;Шрэк Третий;Шрэк 2;Санта Клаус 2;Санта Клаус 3;Рождественская история Микки;Элементарно;Жили-были старик со старухой;Иван Царевич и Серый Волк 4;Чаклун и Румба;Жил-был пес;Тайна Коко;Клаус;Как приручить дракона"
Доктор Дулиттл;Семейный;Фэнтези;Истории с животными;Классика (до 2000 года);6.58;1961;Doctor Dolittle;5.4;5.2;;;;;;;;;;"Ежик в тумане;Гадкий утёнок;Золотая антилопа;Война тануки в периоды Хэйсэй и Помпоко;Король Лев 2: Гордость Симбы;Олененок Рудольф;Гарри и Хендерсоны;Дамбо;Доктор Улитка;Стюарт Литтл;Гадкий утенок;Король-львенок;100% волк;Жил-был пес;Как приручить дракона;Кот в сапогах 2: Последнее желание;Пес в сапогах;Медвежья история;Собачья жизнь 2;Драконы: Подарок ночной фурии"
Мэри Поппинс, до свидания;Семейный;Фэнтези;Детские приключения;Современное кино (2000–2020);8.103;77333;;7.5;0;;;;;;;;;;"Клаус;Песнь моря;В стране невыученных уроков;Рыбка Поньо на утесе;Возвращение домовенка;Щелкунчик;Маленький принц;Ариэтти из страны лилипутов;Рапунцель: Запутанная История;Рапунцель: Счастлива навсегда;Капризная принцесса;Хранители снов;Холодное сердце;Мост в Терабитию;Алеша Попович и Тугарин Змей;Добрыня Никитич и Змей Горыныч;Книга жизни;Феи: Легенда о чудовище;Кристофер Робин;Принцесса на горошине"
Питомец Юрского периода;Семейный;Фантастика;Истории с животными;Новинки (2020–2025);5.301;1119230;The Adventures of Jurassic Pet;3.8;0;;;;;;;;;;"Смешарики. Дежавю;Щенячий патруль: Мегащенки;Думай как собака;СуперБобровы;Лило и Стич;Окча;Мой домашний динозавр;Звездные собаки: Белка и Стрелка;Суперпес;Белка и Стрелка: Лунные приключения;Душа;Спасти планету;Фиксики против Кработов;Соник в кино;Железяки;Рэтчет и Кланк: Галактические рейнджеры;Космический джем: Новое поколение;Диномама;Соник 2 в кино;Мой любимый динозавр"
История Хатико;Семейный;Драма;Истории с животными;Современное кино (2000–2020);8.13;38145;Hachiko monogatari;7.9;0;;;;;;;;;;"Хатико: Самый верный друг;Невероятный мир глазами Энцо;Мечтатель;Белый Бог;Это моя собака;Белый Бим Черное ухо;Мой Хатико;Подарок для самого слабого;Лис и пёс;Каштанка;Пальма;Чудо;Свалкармония;Радости и печали маленького лорда;Август Раш;Чудеса с небес;Балетные туфельки;Небеса реальны;102 далматинца;Жил-был пес"
Смешарики. Дежавю;Семейный;Фантастика;Истории с животными;Новинки (2020–2025);7.126;841470;;5.5;0;;;;;;;;;;"Щенячий патруль: Мегащенки;Думай как собака;СуперБобровы;Питомец Юрского периода;Лило и Стич;Окча;Мой домашний динозавр;Звездные собаки: Белка и Стрелка;Суперпес;Белка и Стрелка: Лунные приключения;Душа;Спасти планету;Фиксики против Кработов;Соник в кино;Железяки;Рэтчет и Кланк: Галактические рейнджеры;Космический джем: Новое поколение;Диномама;Соник 2 в кино;Мой любимый динозавр"
Мой ужасный сосед;Семейный;Комедия;Семейные комедии;Новинки (2020–2025);7.678;1074910;A Man Called Otto;7.5;6.1;;;;;;;;;;"По семейным обстоятельствам;Большая семья;Неисправимый Рон;Моя ужасная сестра;Мой друг мистер Персиваль;Воскресный папа;Добро пожаловать к Райли;Барбоскины на даче;Привет семье!;Миньоны: Грювитация;Босс-молокосос 2;Подарок на Рождество;Монстры на каникулах: Трансформания;Смешарики. Начало;Неваляшка;Семейное ограбление;Семейка с приветом: Миллионы по ветру;Здравствуй, Дедушка Мороз!;Моя безумная семья;Семейка Аддамс: Горящий тур"
Пушистые против зубастых;Семейный;Комедия;Истории с животными;Новинки (2020–2025);5.182;586318;The Outback;4.7;0;;;;;;;;;;"Винни Пух и день забот;Крошка Енот;Дружок;Луговые собачки;Чебурашка идет в школу;Возвращение кота;Чучело-Мяучело;Терем-теремок;Рождество кота Боба;День курка;Муравьишка-хвастунишка;Путешествие с домашними животными;Лиса Патрикеевна;Маша и медведь. Запутанные истории;Снупи и мелочь пузатая в кино;Жил-был кот;Суперпитомцы;Маша и медведь: Новые истории;Королева Шантеклера;Чебурашка"
Как приручить дракона 2;Семейный;Фэнтези;Истории с животными;Современное кино (2000–2020);7.964;512883;How to Train Your Dragon 2;7.8;7.8;;;;;;;;;;"Жил-был пес;Как приручить дракона;Медвежья история;Собачья жизнь 2;Драконы: Подарок ночной фурии;Как приручить дракона 3;Братец медвежонок;Кунг-Фу Панда: Загадки свитка;Франкенвини;Монстр в Париже;Хортон;Драконы: Гонки бесстрашных. Начало;Паутина Шарлотты;Иван Царевич и Серый Волк 2;Братец медвежонок 2: Лоси в бегах;Санта Лапус 2: Санта лапушки;100% волк;Ежик в тумане;Кот в сапогах 2: Последнее желание;Пес в сапогах"
Король Лев 2: Гордость Симбы;Семейный;Фэнтези;Истории с животными;Классика (до 2000 года);7.843;77038;The Lion King II: Simba's Pride;6.4;6.1;;;;;;;;;;"Ежик в тумане;Гадкий утёнок;Золотая антилопа;Война тануки в периоды Хэйсэй и Помпоко;Олененок Рудольф;Гарри и Хендерсоны;Дамбо;Доктор Улитка;Стюарт Литтл;Гадкий утенок;Король-львенок;Доктор Дулиттл;100% волк;Жил-был пес;Как приручить дракона;Кот в сапогах 2: Последнее желание;Пес в сапогах;Медвежья история;Собачья жизнь 2;Драконы: Подарок ночной фурии"
Месть пушистых;Семейный;Комедия;Истории с животными;Новинки (2020–2025);5.17;485351;Furry Vengeance;3.9;2.8;;;;;;;;;;"Винни Пух и день забот;Крошка Енот;Дружок;Луговые собачки;Чебурашка идет в школу;Возвращение кота;Чучело-Мяучело;Терем-теремок;Рождество кота Боба;День курка;Муравьишка-хвастунишка;Путешествие с домашними животными;Лиса Патрикеевна;Маша и медведь. Запутанные истории;Снупи и мелочь пузатая в кино;Жил-был кот;Суперпитомцы;Маша и медведь: Новые истории;Королева Шантеклера;Чебурашка"
Пингвины мистера Поппера;Семейный;Комедия;Истории с животными;Современное кино (2000–2020);6.819;463577;Mr. Popper's Penguins;6;5.2;;;;;;;;;;"102 далматинца;Зверополис;Рататуй;Бесподобный мистер Фокс;Верните Рекса;Пес Барбос и необычный кросс;Цыпленок Цыпа;Кунг-фу Панда;Кунг-Фу Панда;Рыжий пес;Барашек Шон;Тайная жизнь;Марли и я;Маша и Медведь;Мы купили зоопарк;Уоллес и Громит: Проклятие кролика-оборотня;Ледниковый период 2: Глобальное потепление;Зверопой;Барашек Шон: Фермагеддон;Кролик Питер"
Железяки;Семейный;Фантастика;Детские приключения;Новинки (2020–2025);6.426;732013;Yak;5.6;0;;;;;;;;;;"Спасти планету;Фиксики против Кработов;Соник в кино;Рэтчет и Кланк: Галактические рейнджеры;Диномама;Соник 2 в кино;Мой любимый динозавр;Планета 51;ВАЛЛ·И;Корпорация Монстров;Стальной гигант;Корпорация монстров;Приключения Электроника;Ральф;Великан;Город героев;В гости к Робинсонам;Дом;Роботы;Город Эмбер: Побег"
Щелкунчик и четыре королевства;Семейный;Фэнтези;Детские приключения;Современное кино (2000–2020);6.175;975292;The Nutcracker and the Four Realms;5.6;5.1;;;;;;;;;;"Клаус;Песнь моря;В стране невыученных уроков;Мэри Поппинс, до свидания;Рыбка Поньо на утесе;Возвращение домовенка;Щелкунчик;Маленький принц;Ариэтти из страны лилипутов;Рапунцель: Запутанная История;Рапунцель: Счастлива навсегда;Капризная принцесса;Хранители снов;Холодное сердце;Мост в Терабитию;Алеша Попович и Тугарин Змей;Добрыня Никитич и Змей Горыныч;Книга жизни;Феи: Легенда о чудовище;Кристофер Робин"
Бука. Мое любимое чудище;Семейный;Фэнтези;Детские приключения;Новинки (2020–2025);7.713;893508;;0;0;;;;;;;;;;"Летучий корабль;Приключения домовенка;Дед Мороз и Серый волк;Когда я стану великаном;Райя и последний дракон;Дед Мороз и лето;Лука;В некотором царстве…;Дикие лебеди;Ореховый прутик;Вперёд;Три богатыря и Конь на троне;Вперед;Иван Царевич и Серый Волк 5;Голос монстра;Необыкновенная история на Рождество;Баранкин, будь человеком!;Мечты сбываются!;Братья Супер Марио в кино;Человечка нарисовал я"
Белоснежка;Семейный;Фэнтези;Детские приключения;Классика (до 2000 года);4.302;1009713;Snow White;2.2;5.1;;;;;;;;;;"Праздник новогодней елки;Мой сосед Тоторо;Вилли Вонка и шоколадная фабрика;Красавица и чудовище;Вилли Вонка и шоколадная фабрика;Вилли Вонка и шоколадная фабрика;Вилли Вонка и шоколадная фабрика;Вилли Вонка и шоколадная фабрика;Русалочка;Сказка о рыбаке и рыбке;Двенадцать месяцев;Белоснежка и семь гномов;Снежная королева;Конек-Горбунок;Анастасия;Сказка о царе Салтане;Петя и Красная Шапочка;Мэри Поппинс;Сказка о мертвой царевне и семи богатырях;Золушка"
Неваляшка 2;Семейный;Комедия;Детские приключения;Новинки (2020–2025);4.177;585350;;3.6;0;;;;;;;;;;"Карлсон вернулся;Малыши;Александр Маленький;Каникулы Бонифация;Семейка Крудс: Новоселье;Незнайка учится;Финник;Незнайка с нашего двора;Будешь со мной дружить?;Мой папа – вождь;Мой папа летчик;Винни Пух идет в гости;Малыш и Карлсон;Головоломка;По следам бременских музыкантов;История игрушек;Подкидыш;Шапокляк;Чиполлино;Приключения Винни Пуха"
Потерянный орех;Семейный;Приключения;Детские приключения;Новинки (2020–2025);7.73;229686;Gone Nutty;7.3;0;;;;;;;;;;"Варежка;Страна игрушек;Мартынко;Фантик;Легенды Орленка;Артек. Большое путешествие;Ловцы забытых голосов;Маша и медведь. Героями не рождаются;Зеленый огонек;Новые приключения Дони и Микки;Царевич Проша;Барабаниада;Ищите маму;Олли и сокровища пиратов;Снежная пятерка;Айнбо. Сердце Амазонии;Побег за мечтой;Маша и море;Три богатыря и принцесса Египта;Необыкновенное путешествие Серафимы"
Странная жизнь Тимоти Грина;Семейный;Фэнтези;Семейные комедии;Современное кино (2000–2020);7.063;468996;The Odd Life of Timothy Green;6.6;5.2;;;;;;;;;;"Шрэк;Монстры на каникулах;Зачарованная;Гринч;Моя ужасная няня;Шрэк навсегда;Гринч — похититель Рождества;Шрэк Третий;Шрэк 2;Санта Клаус 2;Санта Клаус 3;Рождественская история Микки;Элементарно;Жили-были старик со старухой;Иван Царевич и Серый Волк 4;Чаклун и Румба;Жил-был пес;Тайна Коко;Клаус;Как приручить дракона"
По следам бременских музыкантов;Семейный;Комедия;Детские приключения;Классика (до 2000 года);8.439;43009;;7.8;0;;;;;;;;;;"Винни Пух идет в гости;Малыш и Карлсон;История игрушек;Подкидыш;Шапокляк;Чиполлино;Приключения Винни Пуха;Дядюшка Ау;Храбрый портняжка;Винтик и Шпунтик – веселые мастера;Тараканище;Джек;Энни;Один дома 2: Затерянный в Нью-Йорке;Один дома 3;Карлсон вернулся;Головоломка;Маленький Николя;Малыши;Лего Фильм"
Олли и сокровища пиратов;Семейный;Приключения;Детские приключения;Новинки (2020–2025);6.72;822681;Dive Olly Dive and the Pirate Treasure;5.4;0;;;;;;;;;;"Варежка;Страна игрушек;Мартынко;Фантик;Легенды Орленка;Артек. Большое путешествие;Потерянный орех;Ловцы забытых голосов;Маша и медведь. Героями не рождаются;Зеленый огонек;Новые приключения Дони и Микки;Царевич Проша;Барабаниада;Ищите маму;Снежная пятерка;Айнбо. Сердце Амазонии;Побег за мечтой;Маша и море;Три богатыря и принцесса Египта;Необыкновенное путешествие Серафимы"
Гуси-лебеди;Семейный;Фэнтези;Детские приключения;Классика (до 2000 года);8.042;258001;;7.2;0;;;;;;;;;;"Праздник новогодней елки;Мой сосед Тоторо;Вилли Вонка и шоколадная фабрика;Красавица и чудовище;Вилли Вонка и шоколадная фабрика;Вилли Вонка и шоколадная фабрика;Вилли Вонка и шоколадная фабрика;Вилли Вонка и шоколадная фабрика;Русалочка;Сказка о рыбаке и рыбке;Двенадцать месяцев;Белоснежка и семь гномов;Снежная королева;Конек-Горбунок;Анастасия;Сказка о царе Салтане;Петя и Красная Шапочка;Мэри Поппинс;Сказка о мертвой царевне и семи богатырях;Золушка"
Уличный кот по кличке Боб;Семейный;Биографический;Истории с животными;Современное кино (2000–2020);7.746;930442;A Street Cat Named Bob;7.3;5.9;;;;;;;;;;"Того;История дельфина;История дельфина 2;Прорыв;102 далматинца;Жил-был пес;Земля: Один потрясающий день;Хатико: Самый верный друг;Зверополис;Как приручить дракона;Мама для мамонтенка;Рататуй;Остров собак;История Хатико;Океаны;Эрнест и Селестина: Приключения мышки и медведя;Бесподобный мистер Фокс;Верните Рекса;Пес Барбос и необычный кросс;Невероятный мир глазами Энцо"
Книга драконов;Семейный;Фэнтези;Детские приключения;Современное кино (2000–2020);6.64;648466;Book of Dragons;6.3;0;;;;;;;;;;"Клаус;Песнь моря;В стране невыученных уроков;Мэри Поппинс, до свидания;Рыбка Поньо на утесе;Возвращение домовенка;Щелкунчик;Маленький принц;Ариэтти из страны лилипутов;Рапунцель: Запутанная История;Рапунцель: Счастлива навсегда;Капризная принцесса;Хранители снов;Холодное сердце;Мост в Терабитию;Алеша Попович и Тугарин Змей;Добрыня Никитич и Змей Горыныч;Книга жизни;Феи: Легенда о чудовище;Кристофер Робин"
Корпорация Монстров;Семейный;Фантастика;Детские приключения;Современное кино (2000–2020);8.131;458;Monsters, Inc.;8.1;8.1;;;;;;;;;;"Планета 51;ВАЛЛ·И;Корпорация монстров;Ральф;Город героев;В гости к Робинсонам;Дом;Роботы;Город Эмбер: Побег;Монстры против пришельцев;История игрушек: Большой побег;Фиксики: Большой секрет;Последняя Мимзи Вселенной;Побег с планеты Земля;Монстр-Траки;Наследники 2;Дети шпионов 3: Игра окончена;Стальной гигант;Спасти планету;Приключения Электроника"
Мой Хатико;Семейный;Драма;Истории с животными;Новинки (2020–2025);8.546;4395219;Zhong quan ba gong;7.2;0;;;;;;;;;;"Подарок для самого слабого;Каштанка;Пальма;Хатико: Самый верный друг;Белый Бим Черное ухо;История Хатико;Невероятный мир глазами Энцо;Лис и пёс;Мечтатель;Белый Бог;Это моя собака;Папа;История семьи Блум;Свои дети;Мой маленький ангел;Отцовство;У Бога свои планы;Самое главное;Голоса большой страны;100% волк"
Мой парень из зоопарка;Семейный;Комедия;Истории с животными;Современное кино (2000–2020);6.082;424301;Zookeeper;5.2;3.6;;;;;;;;;;"102 далматинца;Зверополис;Рататуй;Бесподобный мистер Фокс;Верните Рекса;Пес Барбос и необычный кросс;Цыпленок Цыпа;Кунг-фу Панда;Кунг-Фу Панда;Рыжий пес;Барашек Шон;Тайная жизнь;Марли и я;Маша и Медведь;Мы купили зоопарк;Уоллес и Громит: Проклятие кролика-оборотня;Ледниковый период 2: Глобальное потепление;Зверопой;Барашек Шон: Фермагеддон;Кролик Питер"
Лисенок Вук;Семейный;Приключения;Истории с животными;Классика (до 2000 года);7.868;69491;Vuk;8.3;0;;;;;;;;;;"Король Лев;Медведь;Мышонок Пик;Умка;Храбрый олененок;Рикки-Тикки-Тави;Умка ищет друга;Балто;Маугли;101 далматинец;Коты-аристократы;Дорога домой: Невероятное путешествие;Котенок с улицы Лизюкова;Приключения Флика;Доктор Айболит и его звери;Национальный бархат;Все псы попадают в рай;Белый клык;Лягушка-путешественница;Книга джунглей"
Рыбка Поньо на утесе;Семейный;Фэнтези;Детские приключения;Современное кино (2000–2020);7.966;261127;Gake no ue no Ponyo;7.6;7.6;;;;;;;;;;"Клаус;Песнь моря;В стране невыученных уроков;Мэри Поппинс, до свидания;Возвращение домовенка;Щелкунчик;Маленький принц;Ариэтти из страны лилипутов;Рапунцель: Запутанная История;Рапунцель: Счастлива навсегда;Капризная принцесса;Хранители снов;Холодное сердце;Мост в Терабитию;Алеша Попович и Тугарин Змей;Добрыня Никитич и Змей Горыныч;Книга жизни;Феи: Легенда о чудовище;Кристофер Робин;Принцесса на горошине"
Лука;Семейный;Фэнтези;Детские приключения;Новинки (2020–2025);7.79;1395801;Luca;7.4;7.3;;;;;;;;;;"Летучий корабль;Приключения домовенка;Дед Мороз и Серый волк;Когда я стану великаном;Бука. Мое любимое чудище;Райя и последний дракон;Дед Мороз и лето;В некотором царстве…;Дикие лебеди;Ореховый прутик;Вперёд;Три богатыря и Конь на троне;Вперед;Иван Царевич и Серый Волк 5;Голос монстра;Необыкновенная история на Рождество;Баранкин, будь человеком!;Мечты сбываются!;Братья Супер Марио в кино;Человечка нарисовал я"
Зачарованная;Семейный;Фэнтези;Семейные комедии;Современное кино (2000–2020);7.033;106165;Enchanted;7.1;7.3;;;;;;;;;;"Шрэк;Монстры на каникулах;Гринч;Моя ужасная няня;Странная жизнь Тимоти Грина;Шрэк навсегда;Гринч — похититель Рождества;Шрэк Третий;Шрэк 2;Санта Клаус 2;Санта Клаус 3;Рождественская история Микки;Элементарно;Жили-были старик со старухой;Иван Царевич и Серый Волк 4;Чаклун и Румба;Жил-был пес;Тайна Коко;Клаус;Как приручить дракона"
Лис и пёс;Семейный;Драма;Истории с животными;Классика (до 2000 года);8.205;16117;The Fox and the Hound;7.2;6.5;;;;;;;;;;"Белый Бим Черное ухо;Хатико: Самый верный друг;История Хатико;Мой Хатико;Невероятный мир глазами Энцо;Подарок для самого слабого;Каштанка;Пальма;Мечтатель;Белый Бог;Это моя собака;Дети небес;Маленькая принцесса;Дорогая моя доченька;Король Лев;Зима в Простоквашино;Каникулы в Простоквашино;Трое из Простоквашино;Путешествие муравья;Ежик в тумане"
Хатико: Самый верный друг;Семейный;Драма;Истории с животными;Современное кино (2000–2020);8.379;387556;Hachi: A Dog's Tale;8.1;5.9;;;;;;;;;;"История Хатико;Невероятный мир глазами Энцо;Мечтатель;Белый Бог;Это моя собака;Белый Бим Черное ухо;Мой Хатико;Подарок для самого слабого;Лис и пёс;Каштанка;Пальма;Чудо;Свалкармония;Радости и печали маленького лорда;Август Раш;Чудеса с небес;Балетные туфельки;Небеса реальны;102 далматинца;Жил-был пес"
Хранители снов;Семейный;Фэнтези;Детские приключения;Современное кино (2000–2020);7.956;466581;Rise of the Guardians;7.2;6.6;;;;;;;;;;"Клаус;Песнь моря;В стране невыученных уроков;Мэри Поппинс, до свидания;Рыбка Поньо на утесе;Возвращение домовенка;Щелкунчик;Маленький принц;Ариэтти из страны лилипутов;Рапунцель: Запутанная История;Рапунцель: Счастлива навсегда;Капризная принцесса;Холодное сердце;Мост в Терабитию;Алеша Попович и Тугарин Змей;Добрыня Никитич и Змей Горыныч;Книга жизни;Феи: Легенда о чудовище;Кристофер Робин;Принцесса на горошине"
Ер-Тостик и Айдахар;Семейный;Приключения;Детские приключения;Новинки (2020–2025);0;745710;;0;0;;;;;;;;;;"Варежка;Страна игрушек;Мартынко;Фантик;Легенды Орленка;Артек. Большое путешествие;Потерянный орех;Ловцы забытых голосов;Маша и медведь. Героями не рождаются;Зеленый огонек;Новые приключения Дони и Микки;Царевич Проша;Барабаниада;Ищите маму;Олли и сокровища пиратов;Снежная пятерка;Айнбо. Сердце Амазонии;Побег за мечтой;Маша и море;Три богатыря и принцесса Египта"
Дети-шпионы;Семейный;Боевик (Экшен);Детские приключения;Современное кино (2000–2020);4.667;8015633;;3.4;0;;;;;;;;;;"ЛЕГО Ниндзяго Фильм;Дети шпионов;Агент Коди Бэнкс;Дети шпионов 2: Остров несбывшихся надежд;Агент Коди Бэнкс 2: Пункт назначения — Лондон;Дети шпионов 4D;Кунг-фу Панда 3;Кунг-Фу Панда 2;Планета 51;Клаус;ВАЛЛ·И;Вверх;В поисках Немо;Головоломка;Корпорация Монстров;Пластилиновая ворона;Корпорация монстров;Песнь моря;Свалкармония;В стране невыученных уроков"
Шрэк: Хэллоуин;Семейный;Комедия;Семейные комедии;Современное кино (2000–2020);6.778;570085;Scared Shrekless;6.7;0;;;;;;;;;;"Гадкий я;Семейный портрет в интерьере;Тачки;Университет монстров;Семейка Аддамс;Лимонадный рот;Аисты;Рамона и Бизус;Семейка монстров;Классный мюзикл;Лига монстров;Семейный уик-энд;Папина дочка;Паспорт в Париж;Гномео и Джульетта;Маша;Семейка вампиров;Camp Rock: Музыкальные каникулы;Малыш Кид;Ханна Монтана: Кино"
Чудо на 34-й улице;Семейный;Комедия;Семейные комедии;Классика (до 2000 года);7.421;6851;Miracle on 34th Street;6.6;6.2;;;;;;;;;;"Винни-Пух;Рождественская история;Музыкальная история;Люксо младший;Ловушка для родителей;Дядя Степа — милиционер;Бременские музыканты;Поле чудес;Трое мужчин и маленькая леди;По семейным обстоятельствам;Большая семья;Гадкий я;Мой ужасный сосед;Семейный портрет в интерьере;Неисправимый Рон;Моя ужасная сестра;Мой друг мистер Персиваль;Тачки;Университет монстров;Семейка Аддамс"
Маленькая колдунья;Семейный;Фэнтези;Детские приключения;Современное кино (2000–2020);7.909;255214;;6.5;0;;;;;;;;;;"Клаус;Песнь моря;В стране невыученных уроков;Мэри Поппинс, до свидания;Рыбка Поньо на утесе;Возвращение домовенка;Щелкунчик;Маленький принц;Ариэтти из страны лилипутов;Рапунцель: Запутанная История;Рапунцель: Счастлива навсегда;Капризная принцесса;Хранители снов;Холодное сердце;Мост в Терабитию;Алеша Попович и Тугарин Змей;Добрыня Никитич и Змей Горыныч;Книга жизни;Феи: Легенда о чудовище;Кристофер Робин"
Лего Фильм;Семейный;Комедия;Детские приключения;Современное кино (2000–2020);7.186;471644;The Lego Movie;7.7;8.2;;;;;;;;;;"Головоломка;Маленький Николя;Маленькие секреты;Ральф против интернета;Каникулы маленького Николя;Программа защиты принцесс;Губка Боб в 3D;Тачки 3;Camp Rock 2: Отчетный концерт;Один дома 4;Один дома 5: Праздничное ограбление;Винни Пух идет в гости;Малыш и Карлсон;Карлсон вернулся;По следам бременских музыкантов;История игрушек;Подкидыш;Шапокляк;Чиполлино;Приключения Винни Пуха"
Папина дочка;Семейный;Комедия;Семейные комедии;Современное кино (2000–2020);6.642;1118223;Le prince oubli?;5.4;5;;;;;;;;;;"Гадкий я;Семейный портрет в интерьере;Тачки;Университет монстров;Семейка Аддамс;Лимонадный рот;Аисты;Рамона и Бизус;Шрэк: Хэллоуин;Семейка монстров;Классный мюзикл;Лига монстров;Семейный уик-энд;Паспорт в Париж;Гномео и Джульетта;Маша;Семейка вампиров;Camp Rock: Музыкальные каникулы;Малыш Кид;Ханна Монтана: Кино"
Альфа и Омега: Клыкастая братва;Семейный;Приключения;Истории с животными;Современное кино (2000–2020);6.324;409388;Alpha and Omega;5.1;4.2;;;;;;;;;;"Земля: Один потрясающий день;Мама для мамонтенка;Остров собак;Океаны;Эрнест и Селестина: Приключения мышки и медведя;Ледниковый период;Приключения пингвиненка Лоло;Спирит: Душа прерий;Приключения Реми;Голубой щенок;Два брата;Белль и Себастьян;Белль и Себастьян: приключения продолжаются;Мадагаскар;Миа и белый лев;В поисках Дори;Приключения Паддингтона;Фердинанд;Рио;Ледниковый период 3: Эра динозавров"
Лига монстров;Семейный;Комедия;Семейные комедии;Современное кино (2000–2020);6.472;1237954;Rumble;5.9;5.2;;;;;;;;;;"Гадкий я;Семейный портрет в интерьере;Тачки;Университет монстров;Семейка Аддамс;Лимонадный рот;Аисты;Рамона и Бизус;Шрэк: Хэллоуин;Семейка монстров;Классный мюзикл;Семейный уик-энд;Папина дочка;Паспорт в Париж;Гномео и Джульетта;Маша;Семейка вампиров;Camp Rock: Музыкальные каникулы;Малыш Кид;Ханна Монтана: Кино"
Покемон. Детектив Пикачу;Семейный;Детектив;Детские приключения;Современное кино (2000–2020);6.598;994864;Pok?mon: Detective Pikachu;6.5;6;;;;;;;;;;"Скуби-Ду 3: Тайна начинается;Фунтик и сыщики;Тайна четырех принцесс;Бобры идут по следу;Скуби-Ду;Планета 51;Клаус;ВАЛЛ·И;Вверх;В поисках Немо;Головоломка;Корпорация Монстров;Пластилиновая ворона;Корпорация монстров;Песнь моря;Свалкармония;В стране невыученных уроков;Без семьи;Мэри Поппинс, до свидания;Рыбка Поньо на утесе"
Бетховен;Семейный;Комедия;Истории с животными;Классика (до 2000 года);7.274;15635;Beethoven;5.7;4.7;;;;;;;;;;"Зима в Простоквашино;Каникулы в Простоквашино;Трое из Простоквашино;Путешествие муравья;Бобик в гостях у Барбоса;Крокодил Гена;Большой Ух;Кошкин дом;Песенка мышонка;Барбос в гостях у Бобика;Айболит-66;Бэйб: Четвероногий малыш;Муравей Антц;Отставной козы барабанщик;Папа-мама Гусь;Зевс и Роксана;Бэйб: Поросенок в городе;Приключения мышонка;Бетховен 2;Бетховен: Большой бросок"
Меч в камне;Семейный;Фэнтези;Детские приключения;Классика (до 2000 года);7.982;19382;The Sword in the Stone;7.1;6;;;;;;;;;;"Праздник новогодней елки;Мой сосед Тоторо;Вилли Вонка и шоколадная фабрика;Красавица и чудовище;Вилли Вонка и шоколадная фабрика;Вилли Вонка и шоколадная фабрика;Вилли Вонка и шоколадная фабрика;Вилли Вонка и шоколадная фабрика;Русалочка;Сказка о рыбаке и рыбке;Двенадцать месяцев;Белоснежка и семь гномов;Снежная королева;Конек-Горбунок;Анастасия;Сказка о царе Салтане;Петя и Красная Шапочка;Мэри Поппинс;Сказка о мертвой царевне и семи богатырях;Золушка"
