0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Не было бы счастья...;Комедия;Семейный;Семейная;Классика (до 2000 года);5.772;673851;;0;0;;;;;;;;;;"Волк и теленок;Старший сын;Ивашка из Дворца пионеров;Один дома;Печки-лавочки;Зеленый фургон;Родня;Человек-оркестр;По секрету всему свету;Их собственная лига;Балбесы;Миссис Даутфайр;Чертёнок №13;Бобро поржаловать!;Рождественские каникулы;По главной улице с оркестром;Каждое воскресенье;Жандарм на отдыхе;Год Собаки;Клетка для пташек"
В шоу только девушки;Комедия;Приключения;Абсурд/Сюр;Новинки (2020–2025);6.671;6887;Connie and Carla;6.3;5.1;;;;;;;;;;"О птичках;Верные друзья;Игра Джери;Начальник Чукотки;Остров ошибок;Просто так;Увольнение на берег;Бакенбарды;Недетское кино;Все путем;Карьера Димы Горина;Все путем!;Поехавшая;Хвосты;Фарт;Плакать нельзя;Неудачники;Табачный капитан;Большие деньги;Коля – Перекати поле"
Ржевский против Наполеона;Комедия;Исторический;Пародия/Мемы;Современное кино (2000–2020);2.994;417854;;2.8;0;;;;;;;;;;"Да здравствует Цезарь!;Слуга государев;О бедном гусаре замолвите слово;Мания величия;Без страха и упрека;Фаворит;Фаворитка;История Рыцаря;Баллада Бастера Скраггса;Смерть Сталина;Любовь и дружба;Агент 117;Мачо и ботан 2;Мачо и ботан;ПиКей;Кунг Фьюри;Выход через сувенирную лавку;Типа крутые легавые;Симона;Разборки в стиле Кунг-Фу"
Дама с попугаем;Комедия;Мелодрама;Романтическая;Классика (до 2000 года);7.393;44093;;6.7;0;;;;;;;;;;"200 сигарет;Огни большого города;Ханума;10 причин моей ненависти;Служебный роман;Квартира;Девчата;Мимино;За двумя зайцами;Любовь и голуби;Покровские ворота;Укрощение строптивого;Это случилось однажды ночью;Летучая мышь;Чудак из пятого «Б»;Дело было в Пенькове;Курьер;Мне двадцать лет;Магазинчик за углом;Я шагаю по Москве"
В четверг и больше никогда;Комедия;Фантастика;Романтическая;Новинки (2020–2025);7.503;45584;;7.1;0;;;;;;;;;;"Бойфренд из будущего;31 июня;Будь что будет;Превратности судьбы;Ошибка времени;Если бы да кабы;Хочу как ты;Лунная афера;Женщин обижать не рекомендуется;Лови момент;(Не)идеальный мужчина;7 главных желаний;Молодильные яблоки;Yesterday;Безопасность не гарантируется;Чего хотят мужчины;Жизнь задом наперед;Бедные-несчастные;Бабуся;Погнали!"
Четыре таксиста и собака 2;Комедия;Семейный;Семейная;Новинки (2020–2025);5.894;252034;;5.3;0;;;;;;;;;;"Хоккейные папы;Счастье;Мужики!;Мама Рома;Шумный день;Отпуск в сентябре;Mister Пронька;Про Сидорова Вову;Сердца четырех;Я купил папу;Маменькины сынки;Шапито-шоу: Уважение и сотрудничество;Вершки и корешки;Мой папа не подарок;Мой младший брат;Добро пожаловать в семью;Манюня в кино;Взрослые дети;Родные;Папаши"
Невероятные приключения Билла и Теда;Комедия;Фантастика;Абсурд/Сюр;Классика (до 2000 года);6.588;3809;Bill & Ted's Excellent Adventure;6.9;6.9;;;;;;;;;;"Иван Васильевич меняет профессию;День сурка;Кин-дза-дза!;Плезантвиль;Пурпурная роза Каира;Быть Джоном Малковичем;Совершенно серьезно;Мы из джаза;Ты есть...;По половому признаку;Шесть превращений Яна Пищика;Сексмиссия;Окно в Париж;Короткое замыкание;Суп из капусты;Жандарм и инопланетяне;Внутреннее пространство;Спящий;Ох уж эта наука!;Рассеянный"
Без вины виноватый;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);7.237;21275;Wrongfully Accused;6.1;4.1;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Третий лишний;Комедия;Фантастика;Чёрная комедия;Современное кино (2000–2020);6.722;507817;Ted;6.9;6.4;;;;;;;;;;"Секс и 101 смерть;Лобстер;Робот и Фрэнк;Супер;Ищу друга на конец света;Магазинчик самоубийств;Собачье сердце;О, счастливчик!;Бедные-несчастные;Не смотрите наверх;Овечка Долли была злая и рано умерла;Трасса 60;Фильм, фильм, фильм;ПиКей;Симона;Футурама: Большой куш Бендера!;Я на перемотке!;Ом Шанти Ом;Мегамозг;Наука сна"
Барышня-крестьянка;Комедия;Мелодрама;Романтическая;Классика (до 2000 года);8.152;41475;;6.7;0;;;;;;;;;;"200 сигарет;Огни большого города;Ханума;10 причин моей ненависти;Служебный роман;Квартира;Девчата;Мимино;За двумя зайцами;Любовь и голуби;Покровские ворота;Укрощение строптивого;Это случилось однажды ночью;Летучая мышь;Чудак из пятого «Б»;Дело было в Пенькове;Курьер;Мне двадцать лет;Магазинчик за углом;Я шагаю по Москве"
Драма на охоте;Комедия;Приключения;Семейная;Современное кино (2000–2020);6.339;571302;;0;0;;;;;;;;;;"Отпуск;Большой год;Астерикс и Обеликс в Британии;Тэмми;Жизнь не может быть скучной!;Приключения Васи Куролесова;Храбрец-удалец;После дождичка в четверг;Есть мечты — будут и путешествия;Бумбараш;Находка;Тэли и Толи;Робинзон Крузо: Очень обитаемый остров;Мадемуазель Мушкетер;Ванька;Тетушки;33;21 и больше;Отель «Гранд Будапешт»;Отель """"Гранд Будапешт"
Солнечные каникулы;Комедия;Семейный;Семейная;Новинки (2020–2025);6.264;77368;Holiday in the Sun;5;0;;;;;;;;;;"Хоккейные папы;Счастье;Мужики!;Мама Рома;Шумный день;Отпуск в сентябре;Mister Пронька;Про Сидорова Вову;Сердца четырех;Я купил папу;Маменькины сынки;Шапито-шоу: Уважение и сотрудничество;Вершки и корешки;Мой папа не подарок;Мой младший брат;Добро пожаловать в семью;Манюня в кино;Взрослые дети;Родные;Папаши"
Такси 4;Комедия;Боевик (Экшен);Абсурд/Сюр;Современное кино (2000–2020);6.774;258478;Taxi 4;5.6;0;;;;;;;;;;"Тачка №19;Разборки в стиле Кунг-фу;Класс убийц;Патруль;Большие гонки;Разные колеса;Скотт Пилигрим против всех;Васаби;Шанхайский полдень;Лунная походка;Удар! Еще удар!;Вышибалы;Братья из Гримсби;Национальная безопасность;Все самое лучшее;Плохая компания;Выкрутасы;Не шутите с Zоханом!;Соседи. На тропе войны;Придурки из Хаззарда"
Мой любимый призрак;Комедия;Фэнтези;Романтическая;Новинки (2020–2025);7.087;1008306;;0;0;;;;;;;;;;"К черту на рога;Между ангелом и бесом;Суженый-ряженый;Странные чары;Советы с того света;Парикмахерша и чудовище;Русалка на суше;Из 13 в 30;Формула любви;Небеса подождут;Полночь в Париже;Ангел-А;Руби Спаркс;Пенелопа;Сильная слабая женщина;Всплеск;Большой всплеск;Призраки бывших подружек;Василиса Микулишна;Кентервильское привидение"
Класс убийц;Комедия;Боевик (Экшен);Абсурд/Сюр;Современное кино (2000–2020);7.452;880618;Ansatsu kyoshitsu;7.9;0;;;;;;;;;;"Тачка №19;Разборки в стиле Кунг-фу;Патруль;Большие гонки;Разные колеса;Скотт Пилигрим против всех;Васаби;Шанхайский полдень;Лунная походка;Удар! Еще удар!;Вышибалы;Братья из Гримсби;Национальная безопасность;Все самое лучшее;Плохая компания;Выкрутасы;Не шутите с Zоханом!;Соседи. На тропе войны;Придурки из Хаззарда;Плохая соседка"
Свадьба Кречинского;Комедия;Криминал;Абсурд/Сюр;Классика (до 2000 года);6.861;412413;;6;0;;;;;;;;;;"Джентльмены удачи;Бриллиантовая рука;Берегись автомобиля;Не может быть!;Ва-банк;Не горюй!;Попасть в десятку;Блеф;Оскар;Не пойман — не вор;Мой кузен Винни;Старики-разбойники;К-9: Собачья работа;Инспектор ГАИ;Беглецы;Достояние республики;Жандарм из Сен-Тропе;Операция «Святой Януарий»;Воспитание Аризоны;Жандарм и жандарметки"
Хоть раз в жизни;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);7.399;596208;Begin again;7.4;6.9;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Большой;Комедия;Фэнтези;Абсурд/Сюр;Классика (до 2000 года);7.279;841472;;6.8;0;;;;;;;;;;"Тот самый Мюнхгаузен;Монти Пайтон и священный Грааль;Вечера на хуторе близ Диканьки;Смысл жизни по Монти Пайтону;Аризонская мечта;Маска;Чародеи;Волшебники;Большой переполох в маленьком Китае;Сказка о попе и работнике его Балде;Охотники за привидениями 2;Мистер Судьба;Похождения призрака;Волчонок;Золотой ребенок;Квартирка Джо;Райские кущи;Геркулес в Нью-Йорке;Снова 16;Южный Парк: Воображляндия"
Ивановы;Комедия;Семейный;Семейная;Современное кино (2000–2020);7.42;940716;;0;0;;;;;;;;;;"Винсент;Инглиш-винглиш;Как прогулять школу с пользой;Маленькая мисс Счастье;Усатый нянь;Жизнь этого парня;Мама вышла замуж;Сити-Айленд;Только представь!;Стажер;Семь нянек;Мисс Бабуля;Знакомство с родителями;Безумная свадьба;Школа рока;Повар на колесах;Супер мама;Бархатные ручки;Биллу;Мой Аттила Марсель"
Юморист;Комедия;Драма;Чёрная комедия;Современное кино (2000–2020);6.61;1006742;;6.5;0;;;;;;;;;;"Однажды... Тарантино;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Вторая жизнь Уве;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс"
Предложение;Комедия;Мелодрама;Романтическая;Современное кино (2000–2020);7.668;321842;The Proposal;6.8;5.3;;;;;;;;;;"40 дней и 40 ночей;500 дней лета;50 первых поцелуев;Сорокалетний девственник;Любовь по-взрослому;Практическое руководство по использованию мужчин;Амели;Барфи!;Как отделаться от парня за 10 дней;Старомодная комедия;Реальная любовь;Коллеги;Десятидюймовый герой;Прекрасная эпоха;Впервые замужем;Разиня;Мой парень - псих;Эта дурацкая любовь;Правила виноделов;Горе-творец"
Безумные преподы;Комедия;Приключения;Абсурд/Сюр;Современное кино (2000–2020);6.029;693979;Les profs;5.2;0;;;;;;;;;;"33;21 и больше;Отель «Гранд Будапешт»;Отель """"Гранд Будапешт;Рок-н-рольщики;Мальчишник в Вегасе;День выборов;Трио из Бельвилля;Королевство полной луны;Три дровосека;Ночь перед Рождеством;Однажды двадцать лет спустя;Шайбу! Шайбу!;Дипломная работа;Поезд на Дарджилинг. Отчаянные путешественники;Евротур;Невероятные приключения Факира;Зачетный препод;Астерикс и Обеликс: Миссия Клеопатра;Смотри в оба!"
Белые цыпочки;Комедия;Детектив;Пародия/Мемы;Современное кино (2000–2020);6.405;51605;White Chicks;5.9;3.9;;;;;;;;;;"День радио;Мисс Конгениальность;Мисс Переполох;Малышка с характером;Голый пистолет 33 1/3: Последний выпад;Кто подставил кролика Роджера;Голый пистолет;Фантомас;Совершенно секретно!;Возвращение высокого блондина;Анискин и Фантомас;Насмотревшись детективов;Учености плоды;Жена Штирлица;Ждите связного;Голый пистолет 2 1/2: Запах страха;Дизлайк;8 женщин;Проклятие нефритового скорпиона;Маленькое одолжение"
О, счастливчик!;Комедия;Фантастика;Чёрная комедия;Классика (до 2000 года);7.819;8334;O Lucky Man!;7.6;7.7;;;;;;;;;;"Собачье сердце;Секс и 101 смерть;Бедные-несчастные;Не смотрите наверх;Лобстер;Робот и Фрэнк;Третий лишний;Супер;Ищу друга на конец света;Овечка Долли была злая и рано умерла;Магазинчик самоубийств;Иван Васильевич меняет профессию;День сурка;Кин-дза-дза!;Плезантвиль;Город Кошек;Шоу ужасов Рокки Хоррора;Пурпурная роза Каира;Быть Джоном Малковичем;Совершенно серьезно"
Лифт;Комедия;Боевик (Экшен);Абсурд/Сюр;Новинки (2020–2025);3.463;256502;;3.2;0;;;;;;;;;;"Крылышко или ножка;Рука на миллион;Забойный реванш;Дюба-дюба;Ч/Б;Бугай;Изо всех сил;Барханов и его телохранитель;Безумный спецназ;Двойной КОПец;Таможня;Дед 005;Шопо-коп;Безбашенные;Битва преподов;Байкеры 3;День города;Тачка №19;Братья Блюз;Разборки в стиле Кунг-фу"
К черту на рога;Комедия;Фэнтези;Романтическая;Новинки (2020–2025);6.884;954504;Quo vado?;6.7;6.1;;;;;;;;;;"Мой любимый призрак;Между ангелом и бесом;Суженый-ряженый;Странные чары;Советы с того света;Парикмахерша и чудовище;Русалка на суше;Из 13 в 30;Формула любви;Небеса подождут;Полночь в Париже;Ангел-А;Руби Спаркс;Пенелопа;Сильная слабая женщина;Всплеск;Большой всплеск;Призраки бывших подружек;Василиса Микулишна;Кентервильское привидение"
Полицейский с Рублевки. Новогодний беспредел 2;Комедия;Криминал;Абсурд/Сюр;Новинки (2020–2025);5.831;1255106;;5.2;0;;;;;;;;;;"Самогонщики;Легкая жизнь;Зигзаг удачи;Приморский бульвар;Как боссу утерли нос;Туз;9 месяцев строгого режима;На колесах;Баксы;Сюрприз;Ограбление по-казахски;Реальные парни;Мажоры на мели;За Маркса...;Компаньоны;Неслужебное задание;Подводная братва;Как поднять миллион. Исповедь Z@drota;Шутки в сторону;Молодость по страховке"
Звуки шума;Комедия;Криминал;Чёрная комедия;Современное кино (2000–2020);7.332;428134;Sound of Noise;7.1;7.2;;;;;;;;;;"99 франков;День получки;Залечь на дно в Брюгге;Однажды... в Голливуде;Неадекватные люди;Чикаго;Плохой Санта;Ссудная лавка;Жмурки;Семь психопатов;Девять ярдов;Мы — Миллеры;Человек из ресторана;Комедия строгого режима;Убойный футбол;Это случилось в милиции;Парни со стволами;Четыре льва;Бешеные деньги;Молчи в тряпочку"
Мой папа Барышников;Комедия;Семейный;Семейная;Новинки (2020–2025);6.906;573356;;6.8;0;;;;;;;;;;"Хоккейные папы;Счастье;Мужики!;Мама Рома;Шумный день;Отпуск в сентябре;Mister Пронька;Про Сидорова Вову;Сердца четырех;Я купил папу;Маменькины сынки;Шапито-шоу: Уважение и сотрудничество;Вершки и корешки;Мой папа не подарок;Мой младший брат;Добро пожаловать в семью;Манюня в кино;Взрослые дети;Родные;Папаши"
Магазинчик самоубийств;Комедия;Фантастика;Чёрная комедия;Современное кино (2000–2020);6.263;548608;Le magasin des suicides;6.2;6.5;;;;;;;;;;"Секс и 101 смерть;Лобстер;Робот и Фрэнк;Третий лишний;Супер;Ищу друга на конец света;Собачье сердце;О, счастливчик!;Бедные-несчастные;Не смотрите наверх;Овечка Долли была злая и рано умерла;Трасса 60;Фильм, фильм, фильм;ПиКей;Симона;Футурама: Большой куш Бендера!;Я на перемотке!;Ом Шанти Ом;Мегамозг;Наука сна"
Дело было в Пенькове;Комедия;Мелодрама;Романтическая;Классика (до 2000 года);8.295;44123;;7.5;0;;;;;;;;;;"200 сигарет;Огни большого города;Ханума;10 причин моей ненависти;Служебный роман;Квартира;Девчата;Мимино;За двумя зайцами;Любовь и голуби;Покровские ворота;Укрощение строптивого;Это случилось однажды ночью;Летучая мышь;Чудак из пятого «Б»;Курьер;Мне двадцать лет;Магазинчик за углом;Я шагаю по Москве;Осенний марафон"
Любовь вразнос;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);6.065;844991;Papa ou maman;6;0;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Мой парень — псих!;Комедия;Мелодрама;Чёрная комедия;Современное кино (2000–2020);7.207;462938;Silver Linings Playbook;7.7;8.2;;;;;;;;;;"Муви 43;Учитель на замену;Жизнь как чудо;Идеальные незнакомцы;Маленькая смерть;Возвращение героя;Отчаянная домохозяйка;Невыносимая жестокость;Идеальный незнакомец;Любовь живет три года;Мой самый страшный кошмар;Очень плохая училка;Я очень возбужден;Отдам жену в хорошие руки;Развод по-итальянски;Гарольд и Мод;Женщины на грани нервного срыва;Война супругов Роуз;Чокнутые;Привычка жениться"
Монах и бес;Комедия;Фэнтези;Абсурд/Сюр;Современное кино (2000–2020);7.214;742184;;6.8;0;;;;;;;;;;"Снова 16;Южный Парк: Воображляндия;Фантазии Фарятьева;Похождения императора;Брюс Всемогущий;Человек — швейцарский нож;Небесные жены луговых мари;Тысяча слов;Фея;Спасибо за обмен;Лучший друг;Черный рыцарь;Сын маски;Тот самый Мюнхгаузен;Монти Пайтон и священный Грааль;Вечера на хуторе близ Диканьки;Смысл жизни по Монти Пайтону;Если все;Аризонская мечта;Маска"
Семья по-быстрому;Комедия;Боевик (Экшен);Семейная;Новинки (2020–2025);7.468;1108494;Instant Family;7.3;6.6;;;;;;;;;;"К-911;Бой местного значения;Шпион по соседству;Охота;Крылышко или ножка;Рыцари справедливости;SuperПерцы;Главный герой;Дублеры;Рука на миллион;Невыносимая тяжесть огромного таланта;Дублер;Спартак и Калашников;Девушки мечты;Забойный реванш;Дюба-дюба;Ч/Б;Бугай;Изо всех сил;Полтора шпиона"
Дедушка;Комедия;Семейный;Семейная;Современное кино (2000–2020);6.705;984274;;6.6;0;;;;;;;;;;"Винсент;Инглиш-винглиш;Как прогулять школу с пользой;Маленькая мисс Счастье;Усатый нянь;Жизнь этого парня;Мама вышла замуж;Ивановы;Сити-Айленд;Только представь!;Стажер;Семь нянек;Мисс Бабуля;Знакомство с родителями;Безумная свадьба;Школа рока;Повар на колесах;Супер мама;Бархатные ручки;Биллу"
Призрачный мир;Комедия;Драма;Чёрная комедия;Современное кино (2000–2020);7.116;557;Ghost World;7.3;7.8;;;;;;;;;;"Однажды... Тарантино;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Вторая жизнь Уве;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс;Мэри и Макс"
Реальные парни;Комедия;Криминал;Абсурд/Сюр;Новинки (2020–2025);6.833;467729;Stand Up Guys;6.4;5.1;;;;;;;;;;"Самогонщики;Легкая жизнь;Зигзаг удачи;Приморский бульвар;Как боссу утерли нос;Туз;9 месяцев строгого режима;На колесах;Баксы;Сюрприз;Ограбление по-казахски;Мажоры на мели;За Маркса...;Компаньоны;Неслужебное задание;Подводная братва;Как поднять миллион. Исповедь Z@drota;Шутки в сторону;Молодость по страховке;Как украсть бриллиант"
Эта сумасшедшая молодежь;Комедия;Мелодрама;Романтическая;Классика (до 2000 года);8.14;684050;Yeh Jawaani Hai Deewani;7.3;6.1;;;;;;;;;;"200 сигарет;Огни большого города;Ханума;10 причин моей ненависти;Служебный роман;Квартира;Девчата;Мимино;За двумя зайцами;Любовь и голуби;Покровские ворота;Укрощение строптивого;Это случилось однажды ночью;Летучая мышь;Чудак из пятого «Б»;Дело было в Пенькове;Курьер;Мне двадцать лет;Магазинчик за углом;Я шагаю по Москве"
Любовь живет три года;Комедия;Мелодрама;Чёрная комедия;Современное кино (2000–2020);6.375;558523;L'amour dure trois ans;6.1;0;;;;;;;;;;"Муви 43;Учитель на замену;Жизнь как чудо;Идеальные незнакомцы;Мой парень — псих!;Маленькая смерть;Возвращение героя;Отчаянная домохозяйка;Невыносимая жестокость;Идеальный незнакомец;Мой самый страшный кошмар;Очень плохая училка;Я очень возбужден;Отдам жену в хорошие руки;Развод по-итальянски;Гарольд и Мод;Женщины на грани нервного срыва;Война супругов Роуз;Чокнутые;Привычка жениться"
Алоха;Комедия;Мелодрама;Романтическая;Современное кино (2000–2020);6.088;430568;Aloha;5.4;4.3;;;;;;;;;;"40 дней и 40 ночей;500 дней лета;50 первых поцелуев;Сорокалетний девственник;Любовь по-взрослому;Практическое руководство по использованию мужчин;Амели;Барфи!;Как отделаться от парня за 10 дней;Старомодная комедия;Реальная любовь;Коллеги;Десятидюймовый герой;Прекрасная эпоха;Впервые замужем;Разиня;Мой парень - псих;Эта дурацкая любовь;Правила виноделов;Горе-творец"
Совершенно серьезно;Комедия;Фантастика;Абсурд/Сюр;Классика (до 2000 года);7.732;43931;;7.1;0;;;;;;;;;;"Иван Васильевич меняет профессию;День сурка;Кин-дза-дза!;Плезантвиль;Пурпурная роза Каира;Быть Джоном Малковичем;Мы из джаза;Ты есть...;По половому признаку;Шесть превращений Яна Пищика;Сексмиссия;Окно в Париж;Короткое замыкание;Суп из капусты;Жандарм и инопланетяне;Внутреннее пространство;Спящий;Невероятные приключения Билла и Теда;Ох уж эта наука!;Рассеянный"
Миллион в брачной корзине;Комедия;Мелодрама;Романтическая;Новинки (2020–2025);7.537;46635;;6.5;0;;;;;;;;;;"100 вещей и ничего лишнего;27 свадеб;Притворись моим парнем;Близкие друзья;Падал прошлогодний снег;Бумажный роман;Непохищенная невеста;Собака на сене;Сука-любовь;Непохищенная невеста 2;Все в жизни бывает;10 шагов к успеху;Пропало лето;Приходи на меня посмотреть;О, счастливчик;Эту пару создал Бог;Рок-волна;Женитьба;На плечо!;Инструкции не прилагаются"
Домохозяйка;Комедия;Семейный;Семейная;Новинки (2020–2025);7.147;9206;Housesitter;6.2;5;;;;;;;;;;"Хоккейные папы;Счастье;Мужики!;Мама Рома;Шумный день;Отпуск в сентябре;Mister Пронька;Про Сидорова Вову;Сердца четырех;Я купил папу;Маменькины сынки;Шапито-шоу: Уважение и сотрудничество;Вершки и корешки;Мой папа не подарок;Мой младший брат;Добро пожаловать в семью;Манюня в кино;Взрослые дети;Родные;Папаши"
День дурака;Комедия;Мелодрама;Абсурд/Сюр;Современное кино (2000–2020);4.331;810248;;4.6;0;;;;;;;;;;"Субмарина;Вылет задерживается;Всегда говори «Да»;Тридцать три;Клерки 2;Водитель для Веры;Чудаки;Управление гневом;Самая безумная свадьба;Розыгрыш;Заезжий молодец;Чак и Ларри: Пожарная свадьба;Затаившись;Кухня. Последняя битва;Безумное кино для взрослых;В тесноте да не в обиде;Супер Майк XXL;Уловки Норбита;Бабушка легкого поведения;Труффальдино из Бергамо"
Смешанные;Комедия;Семейный;Семейная;Современное кино (2000–2020);6.803;760565;Blended;6.5;4.1;;;;;;;;;;"Винсент;Инглиш-винглиш;Как прогулять школу с пользой;Маленькая мисс Счастье;Усатый нянь;Жизнь этого парня;Мама вышла замуж;Ивановы;Сити-Айленд;Только представь!;Стажер;Семь нянек;Мисс Бабуля;Знакомство с родителями;Безумная свадьба;Школа рока;Повар на колесах;Супер мама;Бархатные ручки;Биллу"
Очень плохая училка;Комедия;Мелодрама;Чёрная комедия;Современное кино (2000–2020);6.311;465673;Bad Teacher;5.7;5.4;;;;;;;;;;"Муви 43;Учитель на замену;Жизнь как чудо;Идеальные незнакомцы;Мой парень — псих!;Маленькая смерть;Возвращение героя;Отчаянная домохозяйка;Невыносимая жестокость;Идеальный незнакомец;Любовь живет три года;Мой самый страшный кошмар;Я очень возбужден;Отдам жену в хорошие руки;Развод по-итальянски;Гарольд и Мод;Женщины на грани нервного срыва;Война супругов Роуз;Чокнутые;Привычка жениться"
Большой год;Комедия;Приключения;Семейная;Современное кино (2000–2020);6.608;463693;The Big Year;6.2;5;;;;;;;;;;"Отпуск;Драма на охоте;Астерикс и Обеликс в Британии;Тэмми;Жизнь не может быть скучной!;Приключения Васи Куролесова;Храбрец-удалец;После дождичка в четверг;Есть мечты — будут и путешествия;Бумбараш;Находка;Тэли и Толи;Робинзон Крузо: Очень обитаемый остров;Мадемуазель Мушкетер;Ванька;Тетушки;33;21 и больше;Отель «Гранд Будапешт»;Отель """"Гранд Будапешт"
Печки-лавочки;Комедия;Семейный;Семейная;Классика (до 2000 года);8.081;42910;;7.5;0;;;;;;;;;;"Волк и теленок;Старший сын;Ивашка из Дворца пионеров;Один дома;Зеленый фургон;Родня;Человек-оркестр;По секрету всему свету;Их собственная лига;Балбесы;Миссис Даутфайр;Чертёнок №13;Бобро поржаловать!;Рождественские каникулы;По главной улице с оркестром;Каждое воскресенье;Жандарм на отдыхе;Год Собаки;Клетка для пташек;Дядюшка Бак"
Как по маслу;Комедия;Криминал;Чёрная комедия;Новинки (2020–2025);6.084;455224;Butter;6.2;4.6;;;;;;;;;;"Здравозахоронение;Однажды в пустыне;С собой не унесешь;Рысь возвращается;Круэлла;Проданный смех;Дурацкое дело нехитрое;Впритык;Друг на продажу;Подельники;Кококо;Крестная мама;Трын-трава;Деньги на двоих;Багровая мята;Хороший мальчик;Братья Ч;Отчаянные дольщики;Кошелек или жизнь;Красавчик 2"
Геркулес в Нью-Йорке;Комедия;Фэнтези;Абсурд/Сюр;Классика (до 2000 года);5.367;6308;Hercules in New York;3.3;2.6;;;;;;;;;;"Тот самый Мюнхгаузен;Монти Пайтон и священный Грааль;Вечера на хуторе близ Диканьки;Смысл жизни по Монти Пайтону;Аризонская мечта;Маска;Чародеи;Волшебники;Большой переполох в маленьком Китае;Сказка о попе и работнике его Балде;Охотники за привидениями 2;Большой;Мистер Судьба;Похождения призрака;Волчонок;Золотой ребенок;Квартирка Джо;Райские кущи;Снова 16;Южный Парк: Воображляндия"
Коля – Перекати поле;Комедия;Приключения;Абсурд/Сюр;Новинки (2020–2025);7.272;261011;;6.8;0;;;;;;;;;;"О птичках;Верные друзья;Игра Джери;Начальник Чукотки;Остров ошибок;Просто так;Увольнение на берег;Бакенбарды;Недетское кино;Все путем;Карьера Димы Горина;Все путем!;Поехавшая;Хвосты;Фарт;Плакать нельзя;Неудачники;Табачный капитан;Большие деньги;Неадекватные люди 2"
Сказ про Федота-стрельца;Комедия;Фэнтези;Пародия/Мемы;Классика (до 2000 года);4.902;41060;;5.2;0;;;;;;;;;;"Охотники за привидениями;Принцесса-невеста;Шахматная горячка;Василиса Микулишна;Футурама: Игра Бендера;Страна ОЗ;Повелитель страниц;Ронал-варвар;Невероятный Бёрт Уандерстоун;Белоснежка: Месть гномов;Очень эпическое кино;Тот самый Мюнхгаузен;Формула любви;Монти Пайтон и священный Грааль;Небеса подождут;Вечера на хуторе близ Диканьки;Смысл жизни по Монти Пайтону;Аризонская мечта;Догма;Маска"
Двойной КОПец;Комедия;Боевик (Экшен);Абсурд/Сюр;Новинки (2020–2025);6.034;449845;Cop Out;5.5;3.9;;;;;;;;;;"Крылышко или ножка;Рука на миллион;Забойный реванш;Дюба-дюба;Ч/Б;Бугай;Изо всех сил;Барханов и его телохранитель;Безумный спецназ;Таможня;Дед 005;Шопо-коп;Безбашенные;Битва преподов;Байкеры 3;День города;Лифт;Тачка №19;Братья Блюз;Разборки в стиле Кунг-фу"
Девять ярдов 2;Комедия;Криминал;Чёрная комедия;Современное кино (2000–2020);6.891;8047;The Whole Ten Yards;5.5;3.1;;;;;;;;;;"99 франков;День получки;Залечь на дно в Брюгге;Однажды... в Голливуде;Неадекватные люди;Чикаго;Плохой Санта;Звуки шума;Ссудная лавка;Жмурки;Семь психопатов;Девять ярдов;Мы — Миллеры;Человек из ресторана;Комедия строгого режима;Убойный футбол;Это случилось в милиции;Парни со стволами;Четыре льва;Бешеные деньги"
