0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;20_похожих
Дневник памяти;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);8.252;3561;The Notebook;7.8;5.7;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую;Через Вселенную"
Влюбленный Шекспир;Мелодрама;Биографический;Романтическая страсть;Классика (до 2000 года);7.407;7662;Shakespeare in Love;7.1;8.3;;;;;;;;;;"Африка;Распутник;Небо измеряется милями;9 1/2 недель;Мадемуазель Живаго;Касабланка;Москва слезам не верит;Титаник;Вам и не снилось;Шепот сердца;Вокзал для двоих;Восход солнца;Перед рассветом;Три тополя на Плющихе;Всегда;Пять вечеров;Моя прекрасная леди;Завтрак у Тиффани;Приходите завтра;Алешкина любовь"
Любовь и Роман;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);5.697;851913;;0;0;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Не надо бояться любить;Мелодрама;Комедия;Романтическая страсть;Новинки (2020–2025);7.812;94805;Pyaar Kiya To Darna Kya;6.6;0;;;;;;;;;;"Один шанс на двоих;Городской романс;Объяснение в любви;Любовь напрокат;Спеши любить;Сердце не камень;Любовь с привилегиями;Все песни только о любви;Любовь по правилам и без;Любовь на кончиках пальцев;Анонимные романтики;Превратности любви;Прости за любовь;Любовь между строк;Любовь с препятствиями;Любовь под прикрытием;Музыка нас связала;М+Ж (Я Люблю Тебя);Любовники;МЫ. Верим в любовь"
Домик в сердце;Мелодрама;Семейный;Семейная драма;Новинки (2020–2025);6.43;797620;;6.2;0;;;;;;;;;;"Тропой бескорыстной любви;Мать и мачеха;Внутри моей памяти;Маленькие женщины. Наши дни;Карусель;Золотое кольцо;Когда мужчина любит женщину;Зимняя вишня;Последняя песня;Каждое любящее сердце;Мелодия на два голоса;Индийский наследник английской семьи;У нее будет ребенок;Храни тебя любовь моя;Новый парень моей мамы;Лед 2;Рождество на льду;Ты у меня одна;Ее заветное желание;Зимородок"
Любовь похожа на тебя;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);6.758;843070;A?k Sana Benzer;3.7;0;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Предчувствие любви;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);5.915;678923;Presentimientos;5.7;0;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Сангам;Мелодрама;Драма;Романтическая страсть;Классика (до 2000 года);7.587;39729;Sangam;7.3;0;;;;;;;;;;"9 1/2 недель;Москва слезам не верит;Вам и не снилось;Восход солнца;Перед рассветом;Пять вечеров;Приходите завтра;Весна на Заречной улице;Мосты округа Мэдисон;Шербурские зонтики;Мужчина и женщина;Грязные танцы;Забытая мелодия для флейты;Грозовой перевал;Здравствуй и прощай;Каждый вечер в одиннадцать;Короткие встречи;Валентина;Какими мы были;Жестокие игры"
Касабланка;Мелодрама;Военный;Романтическая страсть;Классика (до 2000 года);8.034;330;Casablanca;8.5;9.5;;;;;;;;;;"Алешкина любовь;Офицер и джентльмен;Унесенные;Союзники;Дорогой Джон;По Млечному пути;Мост Ватерлоо;Любовь земная;Когда цветет сирень;9 1/2 недель;Мадемуазель Живаго;Москва слезам не верит;Титаник;Вам и не снилось;Шепот сердца;Вокзал для двоих;Восход солнца;Перед рассветом;Три тополя на Плющихе;Всегда"
Красавица для чудовища;Мелодрама;Фэнтези;Романтическая страсть;Современное кино (2000–2020);6.674;881612;Mary Shelley;6.4;5.6;;;;;;;;;;"Призрак оперы;Фокусник;Выживут только любовники;Русалка;Двойная жизнь Чарли Сан-Клауда;Кейт и Лео;Медвежий поцелуй;Принцесса специй;Сказ о Петре и Февронии;В лесу мерцания светлячков;Всегда;Привидение;Мой ангел-хранитель;Принцесса Турандот;Алые паруса;Воображаемая любовь;Город ангелов;Поцелуй;Вечное возвращение;Полцарства за любовь"
Мое сердце - для тебя!;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);7.578;64080;Hamara Dil Aapke Paas Hai;5.5;0;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Москва никогда не спит;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);5.542;723104;;5.5;6.8;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Бегущая по волнам;Мелодрама;Фантастика;Романтическая страсть;Классика (до 2000 года);6.688;46054;;6.4;0;;;;;;;;;;"Если только...;Призрак;Человек со звезды;Вечное сияние чистого разума;Век Адалин;Ангел А;Дом у озера;Не уходи;Сильная женщина;Как я теперь люблю;Любовь сквозь время;Пена;Не забывай меня;9 1/2 недель;Мадемуазель Живаго;Касабланка;Москва слезам не верит;Титаник;Вам и не снилось;Шепот сердца"
Любить по-русски 3: Губернатор;Мелодрама;Комедия;Романтическая страсть;Современное кино (2000–2020);5.307;94081;;4.4;0;;;;;;;;;;"С 5 до 7. Время любовников;Дарю тебе звезду;Секс в большом городе;Терминал;Большая любовь;Однажды в Ирландии;Намасте Лондон;А если это любовь?;С любовью, Саймон;Моя маленькая невеста;Застрял в любви;Любовь — болезнь;Только ты;Земля Эльзы;Любовная лихорадка;Любит / Не любит;Питер FM;Держи ритм;Если бы я тебя любил...;Шаг навстречу"
Осень в Нью-Йорке;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);7.326;16953;Autumn in New York;5.6;4.3;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Тайная прогулка;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);6.362;161179;;5.6;0;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Осенний вальс;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);6.334;431052;;0;0;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Покажи мне любовь;Мелодрама;Комедия;Романтическая страсть;Классика (до 2000 года);6.957;64178;Fucking ?m?l;7.5;7.5;;;;;;;;;;"Вокзал для двоих;Три тополя на Плющихе;Моя прекрасная леди;Завтрак у Тиффани;Сильва;Красотка;Двое в пути;Дневная красавица;Бенни и Джун;Любовь вчера и сегодня;Вам письмо;Неспящие в Сиэтле;Пасхальный парад;Французский поцелуй;Одинокая женщина желает познакомиться;Дон Жуан де Марко;Романс о влюбленных;Сабрина;Американский президент;Объект моего восхищения"
Шелк;Мелодрама;Исторический;Историческая любовь;Современное кино (2000–2020);6.265;251709;Silk;5.8;3.8;;;;;;;;;;"Пальмы в снегу;Королевский роман;Джейн Эйр;Суета сует;Еще одна из рода Болейн;Нортенгерское аббатство;Вдали от обезумевшей толпы;Ангел;Крепостная актриса;Версальский роман;Грязные танцы 2: Гаванские ночи;Шери;Тюльпанная лихорадка;Анна Каренина. История Вронского;Моя кузина Рэйчел;Милый друг;Звезда пленительного счастья;Стакан воды;La Boh?me;Сирано де Бержерак"
Смотри мою любовь;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);6.416;1167854;;0;0;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Всем парням: С любовью...;Мелодрама;Комедия;Романтическая страсть;Современное кино (2000–2020);6.714;1288319;To All the Boys: Always and Forever;6.3;6.7;;;;;;;;;;"С 5 до 7. Время любовников;Дарю тебе звезду;Секс в большом городе;Терминал;Большая любовь;Однажды в Ирландии;Намасте Лондон;А если это любовь?;С любовью, Саймон;Моя маленькая невеста;Застрял в любви;Любовь — болезнь;Только ты;Земля Эльзы;Любовная лихорадка;Любит / Не любит;Питер FM;Держи ритм;Если бы я тебя любил...;Шаг навстречу"
В метре друг от друга;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);7.415;1151373;Five Feet Apart;7.2;5.7;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Жертва во имя любви;Мелодрама;Драма;Трагический выбор;Современное кино (2000–2020);6.552;34959;Pyar Ke Naam Qurban;5.8;0;;;;;;;;;;"Девдас;Пять сантиметров в секунду;До встречи с тобой;Сладкий ноябрь;Буду помнить;Как один;Ускользающая жизнь;Выбор;Ищу тебя;После тебя;Жизнь, или что-то вроде того;Безымянная звезда;Останься со мной;Любовь и предательство;На ярком солнце;Великолепие в траве;Дневник его жены;Цена измены;Ромео + Джульетта;Конец романа"
Жестокие игры 2: Манчестерская подготовка;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);5.168;81026;Cruel Intentions 2;4.4;3.7;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Секреты секса и любви;Мелодрама;Комедия;Романтическая страсть;Современное кино (2000–2020);6.044;929167;Kiki, el amor se hace;6.4;5.8;;;;;;;;;;"С 5 до 7. Время любовников;Дарю тебе звезду;Секс в большом городе;Терминал;Большая любовь;Однажды в Ирландии;Намасте Лондон;А если это любовь?;С любовью, Саймон;Моя маленькая невеста;Застрял в любви;Любовь — болезнь;Только ты;Земля Эльзы;Любовная лихорадка;Любит / Не любит;Питер FM;Держи ритм;Если бы я тебя любил...;Шаг навстречу"
Не хочу забывать;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);8.011;105996;Nae meorisokui jiugae;8.1;0;;;;;;;;;;"Калейдоскоп любви;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты;Опасные секреты"
Элизабеттаун;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);6.838;61238;Elizabethtown;6.3;4.7;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Мои черничные ночи;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);7.134;256724;My Blueberry Nights;6.6;5.4;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Из моего окна;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);6.326;4442784;A trav?s de mi ventana;5.5;0;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Между нами горы;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);6.845;667687;The Mountain Between Us;6.4;5.1;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Версальский роман;Мелодрама;Исторический;Историческая любовь;Современное кино (2000–2020);6.918;732566;A Little Chaos;6.5;5.4;;;;;;;;;;"Пальмы в снегу;Королевский роман;Джейн Эйр;Суета сует;Еще одна из рода Болейн;Нортенгерское аббатство;Вдали от обезумевшей толпы;Ангел;Крепостная актриса;Грязные танцы 2: Гаванские ночи;Шери;Тюльпанная лихорадка;Анна Каренина. История Вронского;Шелк;Моя кузина Рэйчел;Милый друг;Звезда пленительного счастья;Стакан воды;La Boh?me;Сирано де Бержерак"
Любовь с уведомлением;Мелодрама;Комедия;Романтическая страсть;Современное кино (2000–2020);7.069;317;Two Weeks Notice;6.2;5.3;;;;;;;;;;"С 5 до 7. Время любовников;Дарю тебе звезду;Секс в большом городе;Терминал;Большая любовь;Однажды в Ирландии;Намасте Лондон;А если это любовь?;С любовью, Саймон;Моя маленькая невеста;Застрял в любви;Любовь — болезнь;Только ты;Земля Эльзы;Любовная лихорадка;Любит / Не любит;Питер FM;Держи ритм;Если бы я тебя любил...;Шаг навстречу"
Невероятная любовь;Мелодрама;Комедия;Романтическая страсть;Новинки (2020–2025);7.277;400722;Kambakkht Ishq;3.8;0;;;;;;;;;;"Один шанс на двоих;Городской романс;Объяснение в любви;Любовь напрокат;Спеши любить;Сердце не камень;Не надо бояться любить;Любовь с привилегиями;Все песни только о любви;Любовь по правилам и без;Любовь на кончиках пальцев;Анонимные романтики;Превратности любви;Прости за любовь;Любовь между строк;Любовь с препятствиями;Любовь под прикрытием;Музыка нас связала;М+Ж (Я Люблю Тебя);Любовники"
Манхэттенская мелодрама;Мелодрама;Криминал;Трагический выбор;Классика (до 2000 года);7.308;15408;Manhattan Melodrama;7.1;7.1;;;;;;;;;;"Вестсайдская история;Поцелуй бабочки;Настоящая любовь;Безумный Пьеро;Безымянная звезда;Ромео и Джульетта;Мост Ватерлоо;На ярком солнце;Великолепие в траве;Ромео + Джульетта;Конец романа;Ася;Заза;Гранатовый браслет;История любви;Вернуть отправителю;Останься со мной;Любовь и предательство;Лучшее предложение;Девдас"
После тебя;Мелодрама;Драма;Трагический выбор;Современное кино (2000–2020);6.953;933778;;6;0;;;;;;;;;;"Девдас;Пять сантиметров в секунду;До встречи с тобой;Сладкий ноябрь;Буду помнить;Как один;Ускользающая жизнь;Выбор;Ищу тебя;Жизнь, или что-то вроде того;Жертва во имя любви;Безымянная звезда;Останься со мной;Любовь и предательство;На ярком солнце;Великолепие в траве;Дневник его жены;Цена измены;Ромео + Джульетта;Конец романа"
Любовь в СССР;Мелодрама;Исторический;Романтическая страсть;Новинки (2020–2025);5.436;730475;;5.4;0;;;;;;;;;;"Зальцбург-100: Богема;Сердце пармы;Серебряные коньки;Леди Чаттерлей;Мадемуазель Живаго;Казанова;Титаник;Гордость и предубеждение;Артист;Слуга;Разум и чувства;Опасные связи;Мулен Руж;Портрет девушки в огне;Сирано Де Бержерак;Горбун Собора Парижской Богоматери;Ледяной цветок;Ярмарка тщеславия;Великолепная Анжелика;Любовник"
Поцелуй;Мелодрама;Фэнтези;Романтическая страсть;Новинки (2020–2025);6.964;4699410;Kysset;6.5;0;;;;;;;;;;"Мой ангел-хранитель;Воображаемая любовь;Полцарства за любовь;Рецепт ее молодости;Счастливый брак;Белоснежка. Сказка для взрослых;Отель для Золушки;Всегда;Привидение;Призрак оперы;Принцесса Турандот;Алые паруса;Фокусник;Город ангелов;Выживут только любовники;Русалка;Двойная жизнь Чарли Сан-Клауда;Кейт и Лео;Медвежий поцелуй;Красавица для чудовища"
Вспоминая моих печальных шлюх;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);5.978;620992;Memoria de mis putas tristes;5.8;0;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Дела сердечные;Мелодрама;Комедия;Романтическая страсть;Современное кино (2000–2020);7.099;894431;Ae Dil Hai Mushkil;5.9;0;;;;;;;;;;"С 5 до 7. Время любовников;Дарю тебе звезду;Секс в большом городе;Терминал;Большая любовь;Однажды в Ирландии;Намасте Лондон;А если это любовь?;С любовью, Саймон;Моя маленькая невеста;Застрял в любви;Любовь — болезнь;Только ты;Земля Эльзы;Любовная лихорадка;Любит / Не любит;Питер FM;Держи ритм;Если бы я тебя любил...;Шаг навстречу"
Принцесса специй;Мелодрама;Фэнтези;Романтическая страсть;Современное кино (2000–2020);6.623;84008;Mistress of Spices;5.5;0;;;;;;;;;;"Призрак оперы;Фокусник;Выживут только любовники;Русалка;Двойная жизнь Чарли Сан-Клауда;Кейт и Лео;Медвежий поцелуй;Красавица для чудовища;Сказ о Петре и Февронии;В лесу мерцания светлячков;Всегда;Привидение;Мой ангел-хранитель;Принцесса Турандот;Алые паруса;Воображаемая любовь;Город ангелов;Поцелуй;Вечное возвращение;Полцарства за любовь"
Инферно Габриэля;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);5.969;1325844;Gabriel's Inferno;5.8;0;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Долгожданная любовь;Мелодрама;Драма;Романтическая страсть;Новинки (2020–2025);5.664;409061;;0;0;;;;;;;;;;"Калейдоскоп любви;Не хочу забывать;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!;Слепая любовь;Вкус солнечного света;Это чертово сердце;Шаг к мечте: Раз и навсегда;Последний лепесток;Пламя страсти;Небо любви;Он и Она;Любовь 911;Любовь без слов;От сердца к сердцу;Уже скучаю по тебе;Леди;Претенденты"
Однажды в Ирландии;Мелодрама;Комедия;Романтическая страсть;Современное кино (2000–2020);7.628;484474;The Guard;7.3;7.7;;;;;;;;;;"С 5 до 7. Время любовников;Дарю тебе звезду;Секс в большом городе;Терминал;Большая любовь;Намасте Лондон;А если это любовь?;С любовью, Саймон;Моя маленькая невеста;Застрял в любви;Любовь — болезнь;Только ты;Земля Эльзы;Любовная лихорадка;Любит / Не любит;Питер FM;Держи ритм;Если бы я тебя любил...;Шаг навстречу;Вики Кристина Барселона"
Восход солнца;Мелодрама;Драма;Романтическая страсть;Классика (до 2000 года);7.876;8441;Sunrise: A Song of Two Humans;8.1;9;;;;;;;;;;"9 1/2 недель;Москва слезам не верит;Вам и не снилось;Перед рассветом;Пять вечеров;Приходите завтра;Весна на Заречной улице;Мосты округа Мэдисон;Шербурские зонтики;Мужчина и женщина;Грязные танцы;Забытая мелодия для флейты;Грозовой перевал;Здравствуй и прощай;Каждый вечер в одиннадцать;Короткие встречи;Сангам;Валентина;Какими мы были;Жестокие игры"
Москва слезам не верит;Мелодрама;Драма;Романтическая страсть;Классика (до 2000 года);8.437;46708;;8;4.8;;;;;;;;;;"9 1/2 недель;Вам и не снилось;Восход солнца;Перед рассветом;Пять вечеров;Приходите завтра;Весна на Заречной улице;Мосты округа Мэдисон;Шербурские зонтики;Мужчина и женщина;Грязные танцы;Забытая мелодия для флейты;Грозовой перевал;Здравствуй и прощай;Каждый вечер в одиннадцать;Короткие встречи;Сангам;Валентина;Какими мы были;Жестокие игры"
Приходите завтра;Мелодрама;Драма;Романтическая страсть;Классика (до 2000 года);8.175;43250;;7.5;0;;;;;;;;;;"9 1/2 недель;Москва слезам не верит;Вам и не снилось;Восход солнца;Перед рассветом;Пять вечеров;Весна на Заречной улице;Мосты округа Мэдисон;Шербурские зонтики;Мужчина и женщина;Грязные танцы;Забытая мелодия для флейты;Грозовой перевал;Здравствуй и прощай;Каждый вечер в одиннадцать;Короткие встречи;Сангам;Валентина;Какими мы были;Жестокие игры"
Шаг вперед 4;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);7.112;576451;Step Up Revolution;6.4;5;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Люсия и секс;Мелодрама;Драма;Романтическая страсть;Современное кино (2000–2020);7.08;744;Luc?a y el sexo;7;6.5;;;;;;;;;;"Вечность;Вир и Зара;Наконец в безопасности;Дневник памяти;Моя любовь;Ла-Ла Ленд;Любовное настроение;Перед закатом;Неотправленное письмо;Райский поцелуй;Еще раз про любовь;Нежность;Перед полуночью;Дважды рожденный;Горбатая гора;Сад изящных слов;Виноваты звезды;Назови меня своим именем;Сибирь. Монамур;Позови меня в даль светлую"
Счастливы вместе;Мелодрама;Драма;Романтическая страсть;Классика (до 2000 года);4.846;262970;;4.6;0;;;;;;;;;;"9 1/2 недель;Москва слезам не верит;Вам и не снилось;Восход солнца;Перед рассветом;Пять вечеров;Приходите завтра;Весна на Заречной улице;Мосты округа Мэдисон;Шербурские зонтики;Мужчина и женщина;Грязные танцы;Забытая мелодия для флейты;Грозовой перевал;Здравствуй и прощай;Каждый вечер в одиннадцать;Короткие встречи;Сангам;Валентина;Какими мы были"
Простить за все;Мелодрама;Драма;Семейная драма;Новинки (2020–2025);5.377;891639;;0;0;;;;;;;;;;"Ее заветное желание;Зимородок;Я буду рядом;Спасибо за любовь!;Старшая жена;Любовник моей жены;Соври мне правду;С любимыми не расставайтесь;У моря;Старый знакомый;Зимняя вишня 2;Зимняя вишня 3;Калейдоскоп любви;Не хочу забывать;Останься со мной;Любовь и предательство;Судьба;Поздняя любовь;Навеки твоя;Я рядом с тобой!"
Шербурские зонтики;Мелодрама;Драма;Романтическая страсть;Классика (до 2000 года);7.657;7718;Les parapluies de Cherbourg;7.8;8.8;;;;;;;;;;"9 1/2 недель;Москва слезам не верит;Вам и не снилось;Восход солнца;Перед рассветом;Пять вечеров;Приходите завтра;Весна на Заречной улице;Мосты округа Мэдисон;Мужчина и женщина;Грязные танцы;Забытая мелодия для флейты;Грозовой перевал;Здравствуй и прощай;Каждый вечер в одиннадцать;Короткие встречи;Сангам;Валентина;Какими мы были;Жестокие игры"
Алые паруса;Мелодрама;Фэнтези;Романтическая страсть;Классика (до 2000 года);7.843;43474;;7;0;;;;;;;;;;"Всегда;Привидение;Принцесса Турандот;Город ангелов;Вечное возвращение;Мой ангел-хранитель;Призрак оперы;Фокусник;Воображаемая любовь;Выживут только любовники;Русалка;Двойная жизнь Чарли Сан-Клауда;Кейт и Лео;Поцелуй;Медвежий поцелуй;Красавица для чудовища;Полцарства за любовь;Рецепт ее молодости;Принцесса специй;Сказ о Петре и Февронии"
Алешкина любовь;Мелодрама;Военный;Романтическая страсть;Классика (до 2000 года);8.066;43471;;7.5;0;;;;;;;;;;"Касабланка;Офицер и джентльмен;Унесенные;Союзники;Дорогой Джон;По Млечному пути;Мост Ватерлоо;Любовь земная;Когда цветет сирень;9 1/2 недель;Мадемуазель Живаго;Москва слезам не верит;Титаник;Вам и не снилось;Шепот сердца;Вокзал для двоих;Восход солнца;Перед рассветом;Три тополя на Плющихе;Всегда"
Не торопи любовь!;Мелодрама;Комедия;Романтическая страсть;Классика (до 2000 года);6.706;420370;;5.4;0;;;;;;;;;;"Вокзал для двоих;Три тополя на Плющихе;Моя прекрасная леди;Завтрак у Тиффани;Сильва;Красотка;Двое в пути;Дневная красавица;Бенни и Джун;Любовь вчера и сегодня;Покажи мне любовь;Вам письмо;Неспящие в Сиэтле;Пасхальный парад;Французский поцелуй;Одинокая женщина желает познакомиться;Дон Жуан де Марко;Романс о влюбленных;Сабрина;Американский президент"
Письма к Джульетте;Мелодрама;Комедия;Романтическая страсть;Современное кино (2000–2020);7.196;461799;Letters to Juliet;6.5;5.2;;;;;;;;;;"С 5 до 7. Время любовников;Дарю тебе звезду;Секс в большом городе;Терминал;Большая любовь;Однажды в Ирландии;Намасте Лондон;А если это любовь?;С любовью, Саймон;Моя маленькая невеста;Застрял в любви;Любовь — болезнь;Только ты;Земля Эльзы;Любовная лихорадка;Любит / Не любит;Питер FM;Держи ритм;Если бы я тебя любил...;Шаг навстречу"
